;data_inversa;uf;municipio;br;km;latitude;longitude;acidentes_2017;acidentes_2018;acidentes_2019;acidentes_2020;acidentes_2021;acidentes_2022;acidentes_2023;acidentes_2024
20;2023-01-02;MG;MONTE ALEGRE DE MINAS;365;653;-18,86439215;-48,5887742;0;0;0;0;0;0;2;0
21;2023-01-02;MG;SAO GONCALO DO RIO ABAIXO;381;370;-19,84250801;-43,31533375;0;0;0;0;0;0;3;0
22;2023-01-02;GO;CATALAO;50;233;-17,8272;-47,7732;0;0;0;0;0;0;3;0
23;2023-01-02;MG;NOVA ERA;381;333;-19,80205311;-43,05435026;0;0;0;0;0;0;4;0
24;2023-01-02;PE;PAULISTA;101;57;-7,96346213;-34,91513486;0;0;0;0;0;0;33;0
25;2023-01-02;RS;ALMIRANTE TAMANDARE DO SUL;386;154;-28,11407977;-52,8565979;0;0;0;0;0;0;5;0
26;2023-01-02;MS;IVINHEMA;376;133;-22,36021748;-53,70728925;0;0;0;0;0;0;23;0
27;2023-01-02;MT;DIAMANTINO;163;559;-14,24293501;-56,12516399;0;0;0;0;0;0;4;0
28;2023-01-02;SP;SAO PAULO;381;79;-23,40319901;-46,57564699;0;0;0;0;0;0;15;0
29;2023-01-02;MA;TIMON;316;615,7;-5,086548;-42,837265;0;0;0;0;0;0;3;0
30;2023-01-02;MG;ITABIRITO;40;588;-20,35149094;-43,91313094;0;0;0;0;0;0;11;0
31;2023-01-02;SC;PAULO LOPES;101;255;-27,98242299;-48,67898469;0;0;0;0;0;0;9;0
32;2023-01-02;SC;PAULO LOPES;101;252;-27,95672412;-48,6767588;0;0;0;0;0;0;10;0
33;2023-01-02;BA;CONCEICAO DO JACUIPE;324;533;-12,34449694;-38,84017496;0;0;0;0;0;0;41;0
34;2023-01-02;RS;VACARIA;116;37,9;-28,49871957;-50,9176864;0;0;0;0;0;0;10;0
35;2023-01-02;PI;PICOS;316;299;-7,03649583;-41,55366988;0;0;0;0;0;0;7;0
36;2023-01-02;MT;DIAMANTINO;364;586;-14,533322;-56,230499;0;0;0;0;0;0;1;0
37;2023-01-02;CE;JAGUARIBARA;116;274;-5,66025238;-38,45395088;0;0;0;0;0;0;4;0
38;2023-01-02;MG;PARAOPEBA;40;446;-19,28815;-44,392;0;0;0;0;0;0;22;0
39;2023-01-02;SC;GARUVA;101;8,9;-26,044942;-48,859703;0;0;0;0;0;0;7;0
40;2023-01-02;MG;CARATINGA;116;518,9;-19,71038379;-42,12370706;0;0;0;0;0;0;6;0
41;2023-01-02;AP;PORTO GRANDE;210;104;0,6985633;-51,39692189;0;0;0;0;0;0;7;0
42;2023-01-03;PB;SERRA BRANCA;412;78,6;-7,498733;-36,681053;0;0;0;0;0;0;2;0
43;2023-01-03;RJ;BARRA MANSA;116;270,8;-22,56259683;-44,12204951;0;0;0;0;0;0;2;0
44;2023-01-03;MG;SAO GONCALO DO ABAETE;40;245;-18,0946169;-45,47580786;0;0;0;0;0;0;8;0
45;2023-01-03;SC;PAULO LOPES;101;262;-28,0353863;-48,70884453;0;0;0;0;0;0;10;0
46;2023-01-03;SC;JOINVILLE;101;23,3;-26,16582501;-48,90742427;0;0;0;0;0;0;3;0
47;2023-01-03;PR;ORTIGUEIRA;376;315;-24,02668686;-51,09740947;0;0;0;0;0;0;5;0
48;2023-01-03;PE;PETROLINA;428;189;-9,37197508;-40,48679585;0;0;0;0;0;0;39;0
49;2023-01-02;SC;CORUPA;280;77,9;-26,44606085;-49,20347214;0;0;0;0;0;0;2;0
50;2023-01-03;SC;INDAIAL;470;77,4;-26,940817;-49,29287;0;0;0;0;0;0;5;0
51;2023-01-03;GO;FORMOSA;20;58;-15,263369;-47,16048;0;0;0;0;0;0;4;0
52;2023-01-03;SC;CHAPECO;480;131;-27,06314223;-52,63234636;0;0;0;0;0;0;9;0
53;2023-01-03;RJ;NITEROI;101;321;-22,86981096;-43,11046465;0;0;0;0;0;0;53;0
54;2023-01-03;MG;IBIA;262;662,7;-19,57436983;-46,73638289;0;0;0;0;0;0;7;0
55;2023-01-03;MS;PARANAIBA;158;103;-19,72704906;-51,13418411;0;0;0;0;0;0;6;0
56;2023-01-03;SE;ESTANCIA;101;158,8;-11,28684952;-37,46531707;0;0;0;0;0;0;3;0
57;2023-01-03;PE;AFRANIO;407;23;-8,62956368;-40,99411011;0;0;0;0;0;0;2;0
58;2023-01-03;MG;PRATA;153;94;-19,17916906;-48,94996047;0;0;0;0;0;0;6;0
59;2023-01-03;BA;IBIRAPITANGA;101;382;-13,882186;-39,488227;0;0;0;0;0;0;6;0
60;2023-01-03;RS;CACHOEIRA DO SUL;290;283,9;-30,249758;-53,053596;0;0;0;0;0;0;8;0
61;2023-01-03;MG;MURIAE;116;703;-21,12682309;-42,3832189;0;0;0;0;0;0;24;0
62;2023-01-03;CE;TIANGUA;222;297;-3,65826065;-40,92482891;0;0;0;0;0;0;5;0
63;2023-01-03;SC;CONCORDIA;153;90;-27,173784;-51,909233;0;0;0;0;0;0;7;0
64;2023-01-03;BA;FEIRA DE SANTANA;324;525,9;-12,315771;-38,877942;0;0;0;0;0;0;4;0
65;2023-01-03;PB;SANTA RITA;101;60,2;-7,00141407;-35,06459811;0;0;0;0;0;0;6;0
66;2023-01-03;PR;GUARAPUAVA;277;326,8;-25,37291744;-51,27180793;0;0;0;0;0;0;5;0
67;2023-01-03;MG;SAO GONCALO DO RIO ABAIXO;381;380;-19,8315359;-43,37649498;0;0;0;0;0;0;13;0
68;2023-01-03;MT;SINOP;163;800;-12,170115;-55,519555;0;0;0;0;0;0;5;0
69;2023-01-03;MG;OURO PRETO;40;600,9;-20,42625199;-43,86231799;0;0;0;0;0;0;4;0
70;2023-01-03;PR;PORTO VITORIA;153;476;-26,25554922;-51,16333008;0;0;0;0;0;0;4;0
71;2023-01-03;MG;COMENDADOR GOMES;153;152,6;-19,62918559;-48,89659299;0;0;0;0;0;0;12;0
72;2023-01-03;SC;RANCHO QUEIMADO;282;54,6;-27,685799;-48,974514;0;0;0;0;0;0;21;0
73;2023-01-03;MG;SANTA CRUZ DE SALINAS;251;242,5;-16,00883576;-41,80162496;0;0;0;0;0;0;3;0
74;2023-01-03;SP;CAJATI;116;504;-24,78266496;-48,20865858;0;0;0;0;0;0;17;0
75;2023-01-03;MT;POCONE;70;609,2;-15,84932911;-56,80410299;0;0;0;0;0;0;12;0
76;2023-01-03;MT;NOVA MUTUM;163;625,5;-13,69162599;-56,03929807;0;0;0;0;0;0;7;0
77;2023-01-03;MG;RIBEIRAO VERMELHO;381;683;-21,17656293;-45,12506072;0;0;0;0;0;0;5;0
78;2023-01-03;RJ;SEROPEDICA;116;215,5;-22,71145119;-43,73551849;0;0;0;0;0;0;9;0
79;2023-01-03;MG;CALDAS;459;28,5;-21,92377131;-46,37248278;0;0;0;0;0;0;2;0
80;2023-01-03;RS;RIO GRANDE;392;47,7;-31,90118807;-52,31761641;0;0;0;0;0;0;4;0
81;2023-01-03;RS;SAO GABRIEL;290;429,4;-30,293028;-54,437908;0;0;0;0;0;0;6;0
82;2023-01-04;SC;PONTE ALTA;116;207,4;-27,48199748;-50,37911479;0;0;0;0;0;0;3;0
83;2023-01-03;SC;CURITIBANOS;470;241;-27,308832;-50,490402;0;0;0;0;0;0;7;0
84;2023-01-04;ES;SERRA;101;270,3;-20,22662056;-40,27075088;0;0;0;0;0;0;112;0
85;2023-01-04;SC;ITAPEMA;101;145;-27,08139206;-48,60130993;0;0;0;0;0;0;57;0
86;2023-01-04;MS;PARANAIBA;158;79,2;-19,55764424;-51,24892432;0;0;0;0;0;0;3;0
87;2023-01-04;PR;GUARAPUAVA;277;310,8;-25,317689;-51,21451;0;0;0;0;0;0;25;0
88;2023-01-04;ES;COLATINA;259;28;-19,60620039;-40,496789;0;0;0;0;0;0;6;0
89;2023-01-04;SP;BARRA DO TURVO;116;568;-25,055473;-48,55555216;0;0;0;0;0;0;4;0
90;2023-01-04;PR;MARINGA;376;168,8;-23,409788;-51,987453;0;0;0;0;0;0;14;0
91;2023-01-04;SC;CUNHA PORA;158;112;-26,90638046;-53,18738937;0;0;0;0;0;0;2;0
92;2023-01-04;RJ;DUQUE DE CAXIAS;116;138;-22,64697319;-43,19165101;0;0;0;0;0;0;17;0
93;2023-01-04;CE;CHOROZINHO;116;64;-4,28125187;-38,49423541;0;0;0;0;0;0;11;0
94;2023-01-04;SC;PONTE ALTA;116;201,7;-27,43687163;-50,40434884;0;0;0;0;0;0;2;0
95;2023-01-04;PR;MORRETES;277;43,7;-25,59219;-48,888201;0;0;0;0;0;0;2;0
96;2023-01-04;PE;AGUA PRETA;101;163;-8,55039544;-35,44619699;0;0;0;0;0;0;8;0
97;2023-01-04;MA;CAXIAS;316;552,1;-4,882649;-43,345581;0;0;0;0;0;0;8;0
98;2023-01-04;SC;SAO JOSE;101;199,9;-27,53413705;-48,63003205;0;0;0;0;0;0;126;0
99;2023-01-04;RJ;GUAPIMIRIM;493;17,9;-22,66791406;-43,00902598;0;0;0;0;0;0;12;0
100;2023-01-04;GO;SIMOLANDIA;20;181;-14,470801;-46,486183;0;0;0;0;0;0;15;0
101;2023-01-04;RJ;NOVA IGUACU;116;186;-22,73962339;-43,46276495;0;0;0;0;0;0;68;0
102;2023-01-04;PR;IMBAU;376;394;-24,55402879;-50,68691653;0;0;0;0;0;0;14;0
103;2023-01-04;PB;SANTA RITA;230;49,9;-7,1803;-35,0485;0;0;0;0;0;0;7;0
104;2023-01-03;MT;SINOP;163;854;-11,69345791;-55,45153856;0;0;0;0;0;0;4;0
105;2023-01-04;BA;SANTA BRIGIDA;110;35;-9,76196196;-38,2464172;0;0;0;0;0;0;1;0
106;2023-01-04;PI;COCAL DE TELHA;343;236;-4,633632;-42,024948;0;0;0;0;0;0;4;0
107;2023-01-04;MT;RONDONOPOLIS;163;108;-16,582138;-54,688807;0;0;0;0;0;0;6;0
108;2023-01-04;BA;MUCURI;101;946;-18,099245;-39,893253;0;0;0;0;0;0;3;0
109;2023-01-04;RJ;ANGRA DOS REIS;101;519;-23,00804213;-44,44745093;0;0;0;0;0;0;5;0
110;2023-01-04;SC;ITAJAI;101;112;-26,84589005;-48,72131295;0;0;0;0;0;0;59;0
111;2023-01-04;MA;ALTO ALEGRE DO MARANHAO;316;409,9;-4,273087;-44,425312;0;0;0;0;0;0;4;0
112;2023-01-04;SC;BRUNOPOLIS;470;277,6;-27,328163;-50,834103;0;0;0;0;0;0;5;0
113;2023-01-04;MG;CAREACU;381;826,5;-22,105967;-45,733168;0;0;0;0;0;0;4;0
114;2023-01-04;SP;GUARULHOS;116;215;-23,44695693;-46,45394103;0;0;0;0;0;0;65;0
115;2023-01-04;RJ;DUQUE DE CAXIAS;40;120;-22,77280597;-43,28626763;0;0;0;0;0;0;75;0
116;2023-01-04;MG;JEQUITAI;365;73;-17,10731108;-44,34847768;0;0;0;0;0;0;1;0
117;2023-01-04;BA;RUY BARBOSA;242;270;-12,45172596;-40,61941624;0;0;0;0;0;0;6;0
118;2023-01-04;BA;GOVERNADOR MANGABEIRA;101;208;-12,60137779;-39,05031323;0;0;0;0;0;0;5;0
119;2023-01-04;PR;GUARAPUAVA;277;330;-25,35821419;-51,35762662;0;0;0;0;0;0;7;0
120;2023-01-04;RS;MUITOS CAPOES;285;167,7;-28,333096;-51,291729;0;0;0;0;0;0;5;0
121;2023-01-04;RS;PALMEIRA DAS MISSOES;158;113,5;-28,00584673;-53,34138747;0;0;0;0;0;0;4;0
122;2023-01-04;SP;ROSEIRA;116;79;-22,89420903;-45,29471098;0;0;0;0;0;0;8;0
123;2023-01-04;PE;IGARASSU;101;35;-7,77952193;-34,93231384;0;0;0;0;0;0;23;0
124;2023-01-04;MG;CONGONHAS;40;616,6;-20,54605704;-43,81990003;0;0;0;0;0;0;7;0
125;2023-01-04;MT;SANTO ANTONIO DO LEVERGER;364;349;-15,80502622;-55,5546431;0;0;0;0;0;0;33;0
126;2023-01-04;MG;EWBANK DA CAMARA;40;759;-21,520757;-43,52314305;0;0;0;0;0;0;4;0
127;2023-01-04;SC;NAVEGANTES;470;7;-26,84499;-48,71505;0;0;0;0;0;0;15;0
128;2023-01-04;SC;ARAQUARI;280;25,4;-26,38352781;-48,72677516;0;0;0;0;0;0;22;0
129;2023-01-05;MT;JACIARA;364;308,4;-15,81860731;-55,22097308;0;0;0;0;0;0;4;0
130;2023-01-04;PB;RIACHAO DO BACAMARTE;230;126,5;-7,260522;-35,698039;0;0;0;0;0;0;1;0
131;2023-01-05;MG;TRES CORACOES;381;750;-21,64317532;-45,28869336;0;0;0;0;0;0;7;0
132;2023-01-05;SC;IMBITUBA;101;288;-28,24598003;-48,70010284;0;0;0;0;0;0;4;0
133;2023-01-05;MG;CONTAGEM;381;482,5;-19,955532;-44,097209;0;0;0;0;0;0;49;0
134;2023-01-05;SP;PINDAMONHANGABA;116;89,9;-22,93930884;-45,37874708;0;0;0;0;0;0;6;0
135;2023-01-05;RJ;DUQUE DE CAXIAS;40;121;-22,78185499;-43,28571273;0;0;0;0;0;0;99;0
136;2023-01-05;MG;ITABIRITO;40;587;-20,34858326;-43,92200604;0;0;0;0;0;0;13;0
137;2023-01-05;MG;ITATIAIUCU;381;531;-20,18182886;-44,37895835;0;0;0;0;0;0;60;0
138;2023-01-05;GO;GOIANAPOLIS;60;107;-16,431;-49,018;0;0;0;0;0;0;9;0
139;2023-01-05;MG;ITATIAIUCU;381;532;-20,1904316;-44,38268793;0;0;0;0;0;0;19;0
140;2023-01-05;BA;CANDEIAS;324;578;-12,60415557;-38,49935532;0;0;0;0;0;0;1;0
141;2023-01-05;RO;PORTO VELHO;319;45;-8,68379899;-63,99440378;0;0;0;0;0;0;9;0
142;2023-01-05;RS;SOLEDADE;386;241;-28,774895;-52,533451;0;0;0;0;0;0;11;0
143;2023-01-05;MG;CARMO DA CACHOEIRA;381;712;-21,39692643;-45,20681689;0;0;0;0;0;0;13;0
144;2023-01-05;PB;SANTA RITA;101;69;-7,07320663;-34,99569975;0;0;0;0;0;0;9;0
145;2023-01-05;GO;ESTRELA DO NORTE;153;120;-13,822886;-49,041809;0;0;0;0;0;0;2;0
146;2023-01-05;MG;DELTA;50;194;-19,887439;-47,848374;0;0;0;0;0;0;23;0
147;2023-01-05;PA;RUROPOLIS;163;788;-4,079496;-54,921111;0;0;0;0;0;0;6;0
148;2023-01-05;MG;PRATA;153;94;-19,17736794;-48,95075187;0;0;0;0;0;0;5;0
149;2023-01-05;PR;SAO JOSE DOS PINHAIS;116;106,7;-25,5688715;-49,22875489;0;0;0;0;0;0;8;0
150;2023-01-05;SC;PORTO BELO;101;158;-27,19096301;-48,61259017;0;0;0;0;0;0;53;0
151;2023-01-05;GO;GOIANAPOLIS;60;110,8;-16,45;-49,0316;0;0;0;0;0;0;11;0
152;2023-01-05;PR;GUARATUBA;376;675;-25,930714;-48,912243;0;0;0;0;0;0;2;0
153;2023-01-05;BA;EUNAPOLIS;101;731;-16,469703;-39,574648;0;0;0;0;0;0;2;0
154;2023-01-05;SC;ITAJAI;101;121;-26,92103178;-48,70856446;0;0;0;0;0;0;47;0
155;2023-01-05;RN;PARNAMIRIM;101;105,3;-5,90165196;-35,25928517;0;0;0;0;0;0;27;0
156;2023-01-05;MT;RONDONOPOLIS;163;117;-16,52182818;-54,65882461;0;0;0;0;0;0;7;0
157;2023-01-05;MS;TRES LAGOAS;158;325,9;-21,1611037;-51,973749;0;0;0;0;0;0;8;0
158;2023-01-05;CE;ICO;116;375;-6,3951252;-38,83101685;0;0;0;0;0;0;5;0
159;2023-01-05;MG;GOVERNADOR VALADARES;381;157;-18,91099925;-42,00762101;0;0;0;0;0;0;8;0
160;2023-01-05;BA;VITORIA DA CONQUISTA;116;0,1;-14,82703;-40,82879;0;0;0;0;0;0;4;0
161;2023-01-05;BA;FEIRA DE SANTANA;116;422;-12,22064702;-38,96561131;0;0;0;0;0;0;19;0
162;2023-01-05;GO;PIRANHAS;158;68;-16,32879413;-51,9431882;0;0;0;0;0;0;4;0
163;2023-01-05;SP;PINDAMONHANGABA;116;87,4;-22,93065267;-45,36166116;0;0;0;0;0;0;9;0
164;2023-01-05;SP;GUARULHOS;116;210;-23,42870023;-46,41085991;0;0;0;0;0;0;86;0
165;2023-01-05;MA;BALSAS;230;394,2;-7,4468583;-46,00934744;0;0;0;0;0;0;3;0
166;2023-01-05;TO;GURUPI;153;679,7;-11,78176489;-49,11301313;0;0;0;0;0;0;9;0
167;2023-01-05;RR;IRACEMA;174;414,6;2,19506;-61,029976;0;0;0;0;0;0;4;0
168;2023-01-05;MT;GUARANTA DO NORTE;163;1109;-9,60125;-54,885218;0;0;0;0;0;0;4;0
169;2023-01-05;SP;MIRACATU;116;377,5;-24,19911973;-47,36899137;0;0;0;0;0;0;3;0
170;2023-01-05;MT;NOVA MUTUM;364;575;-14,1012828;-56,11335754;0;0;0;0;0;0;10;0
171;2023-01-06;SC;BARRA VELHA;101;93,6;-26,7018;-48,6995;0;0;0;0;0;0;4;0
172;2023-01-05;BA;SAO SEBASTIAO DO PASSE;324;573;-12,5622012;-38,55964515;0;0;0;0;0;0;22;0
173;2023-01-06;SP;GUARULHOS;116;219;-23,46143954;-46,48885316;0;0;0;0;0;0;143;0
174;2023-01-06;SP;ARUJA;116;195;-23,3888147;-46,27566213;0;0;0;0;0;0;2;0
175;2023-01-06;BA;FEIRA DE SANTANA;116;423;-12,23431521;-38,97560477;0;0;0;0;0;0;2;0
176;2023-01-06;PE;BEZERROS;232;101,3;-8,24601067;-35,7568717;0;0;0;0;0;0;2;0
177;2023-01-06;PR;PEROLA DOESTE;163;65,8;-25,824779;-53,751125;0;0;0;0;0;0;6;0
178;2023-01-06;PR;MANDAGUACU;376;154,1;-23,33029651;-52,11154461;0;0;0;0;0;0;4;0
179;2023-01-06;BA;POCOES;116;749,8;-14,47186606;-40,3368482;0;0;0;0;0;0;3;0
180;2023-01-06;RJ;RIO DE JANEIRO;116;171;-22,80672422;-43,34221191;0;0;0;0;0;0;8;0
181;2023-01-06;MG;LEOPOLDINA;116;769,6;-21,54856423;-42,66481498;0;0;0;0;0;0;7;0
182;2023-01-06;SC;RIO NEGRINHO;280;136,9;-26,270102;-49,58121;0;0;0;0;0;0;8;0
183;2023-01-06;GO;PORANGATU;153;90;-13,572134;-49,046021;0;0;0;0;0;0;5;0
184;2023-01-06;MT;ROSARIO OESTE;364;523,1;-15,06720104;-56,51751552;0;0;0;0;0;0;7;0
185;2023-01-05;MT;ROSARIO OESTE;364;542;-14,91290882;-56,47221224;0;0;0;0;0;0;16;0
186;2023-01-06;RS;RIO GRANDE;392;51,8;-31,86521207;-52,32379036;0;0;0;0;0;0;9;0
187;2023-01-06;MG;JOAO PINHEIRO;40;210,9;-17,98273484;-45,72905904;0;0;0;0;0;0;2;0
188;2023-01-06;PR;CASCAVEL;467;98;-24,8897;-53,5525;0;0;0;0;0;0;10;0
189;2023-01-06;MG;CONTAGEM;381;481;-19,95931561;-44,08825597;0;0;0;0;0;0;61;0
190;2023-01-06;RO;ALTO PARAISO;364;535;-9,75412198;-63,09728697;0;0;0;0;0;0;4;0
191;2023-01-06;SC;PALHOCA;101;212,9;-27,62996929;-48,65903871;0;0;0;0;0;0;93;0
192;2023-01-06;MG;CONSELHEIRO LAFAIETE;40;641;-20,74938509;-43,80105361;0;0;0;0;0;0;7;0
193;2023-01-06;DF;BRASILIA;20;6;-15,665888;-47,808308;0;0;0;0;0;0;45;0
194;2023-01-06;RN;PAU DOS FERROS;405;150,5;-6,10581398;-38,20595589;0;0;0;0;0;0;2;0
195;2023-01-06;MT;SANTO ANTONIO DO LEVERGER;364;350;-15,79345114;-55,5857563;0;0;0;0;0;0;2;0
196;2023-01-06;MG;CAMPANHA;381;763;-21,74873501;-45,38842699;0;0;0;0;0;0;6;0
197;2023-01-06;PE;RECIFE;101;64;-8,01678;-34,941022;0;0;0;0;0;0;3;0
198;2023-01-06;MG;FRUTA DE LEITE;251;333,1;-16,25637294;-42,4383831;0;0;0;0;0;0;3;0
199;2023-01-06;TO;BARROLANDIA;153;455;-9,870686;-48,72482897;0;0;0;0;0;0;8;0
200;2023-01-06;SC;ARAQUARI;280;33,1;-26,42576441;-48,78741376;0;0;0;0;0;0;16;0
201;2023-01-06;SC;SAO CRISTOVAO DO SUL;470;236,6;-27,30200288;-50,44578552;0;0;0;0;0;0;3;0
202;2023-01-07;RJ;BARRA MANSA;116;285;-22,50496778;-44,22509483;0;0;0;0;0;0;3;0
203;2023-01-06;RJ;SEROPEDICA;465;3;-22,73427;-43,711994;0;0;0;0;0;0;52;0
204;2023-01-07;MG;SETE LAGOAS;40;464;-19,43110896;-44,33657482;0;0;0;0;0;0;18;0
205;2023-01-07;RS;PASSO FUNDO;285;298,8;-28,234184;-52,43314;0;0;0;0;0;0;15;0
206;2023-01-07;MG;JUATUBA;262;368,5;-19,97239513;-44,28042402;0;0;0;0;0;0;24;0
207;2023-01-07;RS;CANOAS;116;261,5;-29,887983;-51,17901;0;0;0;0;0;0;15;0
208;2023-01-07;MG;CAMPANHA;381;770;-21,78806301;-45,439064;0;0;0;0;0;0;3;0
209;2023-01-07;MT;CAMPO VERDE;70;404,3;-15,65990219;-55,24811289;0;0;0;0;0;0;4;0
210;2023-01-07;PR;SAO MATEUS DO SUL;476;287;-25,92116;-50,455887;0;0;0;0;0;0;3;0
211;2023-01-07;SP;TABOAO DA SERRA;116;273,7;-23,62809795;-46,81870306;0;0;0;0;0;0;66;0
212;2023-01-07;PR;SAO JOSE DOS PINHAIS;116;96;-25,53357077;-49,1464836;0;0;0;0;0;0;4;0
213;2023-01-07;MS;PARANAIBA;158;55,1;-19,40429068;-51,40386983;0;0;0;0;0;0;8;0
214;2023-01-04;RJ;RIO DE JANEIRO;101;385;-22,88064129;-43,63218994;0;0;0;0;0;0;30;0
215;2023-01-07;PR;SANTO ANTONIO DA PLATINA;153;33;-23,23229394;-50,0364961;0;0;0;0;0;0;21;0
216;2023-01-07;PR;JAPIRA;153;98,4;-23,75551706;-50,18407866;0;0;0;0;0;0;2;0
217;2023-01-07;PE;RECIFE;101;67,5;-8,042334;-34,943096;0;0;0;0;0;0;70;0
218;2023-01-07;ES;COLATINA;259;59;-19,52125411;-40,66594194;0;0;0;0;0;0;13;0
219;2023-01-07;ES;BREJETUBA;262;131;-20,25656076;-41,30517891;0;0;0;0;0;0;2;0
220;2023-01-07;PE;RIBEIRAO;101;149;-8,49165198;-35,37459703;0;0;0;0;0;0;2;0
221;2023-01-07;MG;ENGENHEIRO CALDAS;116;443,3;-19,09760101;-42,0072935;0;0;0;0;0;0;12;0
222;2023-01-07;RS;OSORIO;101;86,1;-29,8754149;-50,25734711;0;0;0;0;0;0;6;0
223;2023-01-07;MG;ARAXA;262;715,6;-19,61086327;-47,18691499;0;0;0;0;0;0;3;0
224;2023-01-07;PE;JABOATAO DOS GUARARAPES;101;80;-8,15112589;-34,9428866;0;0;0;0;0;0;44;0
225;2023-01-06;SP;CRUZEIRO;116;32,9;-22,6422031;-44,94731891;0;0;0;0;0;0;5;0
226;2023-01-07;MG;NOVA LIMA;40;555;-20,08472706;-43,97697012;0;0;0;0;0;0;15;0
227;2023-01-07;BA;BREJOES;116;578;-13,07158302;-39,9611107;0;0;0;0;0;0;3;0
228;2023-01-07;AP;PORTO GRANDE;210;132;0,70564616;-51,41271608;0;0;0;0;0;0;8;0
229;2023-01-07;MG;LEOPOLDINA;116;779;-21,60837977;-42,69596393;0;0;0;0;0;0;15;0
230;2023-01-07;SC;PONTE ALTA;470;199;-27,30805659;-50,13389826;0;0;0;0;0;0;3;0
231;2023-01-07;GO;FORMOSA;20;63;-15,222443;-47,169949;0;0;0;0;0;0;5;0
232;2023-01-07;PR;MATELANDIA;277;656,5;-25,23423637;-53,96184188;0;0;0;0;0;0;14;0
233;2023-01-07;MG;GOVERNADOR VALADARES;381;166;-18,95243865;-42,07229536;0;0;0;0;0;0;7;0
234;2023-01-07;GO;CRISTALINA;40;142;-16,965446;-47,267195;0;0;0;0;0;0;2;0
235;2023-01-08;SC;ARAQUARI;280;22,1;-26,37092616;-48,70204099;0;0;0;0;0;0;38;0
236;2023-01-08;SC;PALHOCA;101;242,2;-27,87545797;-48,64678433;0;0;0;0;0;0;15;0
237;2023-01-08;MG;MONTE ALEGRE DE MINAS;365;687,5;-18,87548498;-48,87468901;0;0;0;0;0;0;2;0
238;2023-01-08;MA;RIBAMAR FIQUENE;10;200;-5,96539;-47,38356;0;0;0;0;0;0;2;0
239;2023-01-07;MG;FRANCISCO SA;251;492,8;-16,54433804;-43,59543496;0;0;0;0;0;0;36;0
240;2023-01-08;BA;TUCANO;410;19;-10,90591184;-38,67589213;0;0;0;0;0;0;3;0
241;2023-01-07;RS;SAO LUIZ GONZAGA;285;566,5;-28,419132;-54,956936;0;0;0;0;0;0;9;0
242;2023-01-08;MG;UBERABA;262;780;-19,7448167;-47,76085822;0;0;0;0;0;0;7;0
243;2023-01-07;MG;SAO GONCALO DO ABAETE;365;325;-18,28289196;-45,91092202;0;0;0;0;0;0;15;0
244;2023-01-08;MT;NOVA LACERDA;174;388;-14,482545;-59,58194;0;0;0;0;0;0;8;0
245;2023-01-08;MG;ITAGUARA;381;576,9;-20,48100267;-44,58883345;0;0;0;0;0;0;12;0
