,br,qtd,ano
66,405,198,2020
67,414,193,2020
68,424,193,2020
69,482,190,2020
70,480,182,2020
71,155,162,2020
72,146,161,2020
73,463,150,2020
74,317,149,2020
75,435,144,2020
76,427,144,2020
77,272,134,2020
78,415,132,2020
79,402,115,2020
80,468,113,2020
81,156,111,2020
82,401,100,2020
83,330,96,2020
84,361,94,2020
85,418,92,2020
86,308,91,2020
87,448,88,2020
88,487,81,2020
89,425,77,2020
90,429,62,2020
91,469,57,2020
92,432,55,2020
93,420,54,2020
94,410,46,2020
95,488,44,2020
96,495,35,2020
97,412,35,2020
98,447,30,2020
99,359,29,2020
100,421,27,2020
101,30,22,2020
102,349,20,2020
103,403,14,2020
104,419,13,2020
105,416,13,2020
106,485,10,2020
107,122,8,2020
108,434,8,2020
109,436,7,2020
110,352,6,2020
111,484,5,2020
112,422,3,2020
113,426,3,2020
114,477,2,2020
115,265,1,2020
0,101,27183,2021
1,116,24001,2021
2,40,7745,2021
3,381,7571,2021
4,153,6825,2021
5,364,6190,2021
6,163,5994,2021
7,277,4903,2021
8,376,4580,2021
9,262,4457,2021
10,470,3756,2021
11,230,3179,2021
12,282,2929,2021
13,316,2844,2021
14,70,2609,2021
15,60,2513,2021
16,20,2500,2021
17,280,1985,2021
18,222,1962,2021
19,50,1949,2021
20,158,1931,2021
21,369,1915,2021
22,232,1883,2021
23,476,1872,2021
24,324,1705,2021
25,386,1670,2021
26,365,1655,2021
27,290,1613,2021
28,135,1584,2021
29,174,1358,2021
30,242,1210,2021
31,10,1167,2021
32,343,1145,2021
33,285,1045,2021
34,392,957,2021
35,104,858,2021
36,251,814,2021
37,393,801,2021
38,304,763,2021
39,407,699,2021
40,267,692,2021
41,110,675,2021
42,373,668,2021
43,235,633,2021
44,493,551,2021
45,319,525,2021
46,356,520,2021
47,226,510,2021
48,423,485,2021
49,0,447,2021
50,428,433,2021
51,459,318,2021
52,452,280,2021
53,293,277,2021
54,287,276,2021
55,259,264,2021
56,482,257,2021
57,472,256,2021
58,367,244,2021
59,80,244,2021
60,465,240,2021
61,406,239,2021
62,354,236,2021
63,424,231,2021
64,471,227,2021
65,414,226,2021
66,210,224,2021
67,408,222,2021
68,156,218,2021
69,405,204,2021
70,427,193,2021
71,467,184,2021
72,435,172,2021
73,480,157,2021
74,146,151,2021
75,463,151,2021
76,402,139,2021
77,418,136,2021
78,468,131,2021
79,272,129,2021
80,155,116,2021
81,317,115,2021
82,330,107,2021
83,415,104,2021
84,401,103,2021
85,448,101,2021
86,349,94,2021
87,487,92,2021
88,469,83,2021
89,361,82,2021
90,488,72,2021
91,308,57,2021
92,412,53,2021
93,410,53,2021
94,425,51,2021
95,420,38,2021
96,495,37,2021
97,30,37,2021
98,429,31,2021
99,419,27,2021
100,359,24,2021
101,421,22,2021
102,432,21,2021
103,436,16,2021
104,416,15,2021
105,447,13,2021
106,403,13,2021
107,484,9,2021
108,422,7,2021
109,426,5,2021
110,122,4,2021
111,434,3,2021
112,475,2,2021
113,433,2,2021
0,101,26584,2022
1,116,24929,2022
2,381,7966,2022
3,40,7764,2022
4,153,7216,2022
5,163,7041,2022
6,364,5722,2022
7,277,5254,2022
8,376,4567,2022
9,262,4279,2022
10,470,3687,2022
11,230,3482,2022
12,282,2997,2022
13,316,2810,2022
14,70,2514,2022
15,20,2248,2022
16,60,2221,2022
17,50,2156,2022
18,369,2010,2022
19,232,2009,2022
20,290,1936,2022
21,476,1936,2022
22,158,1912,2022
23,386,1889,2022
24,280,1879,2022
25,324,1847,2022
26,135,1727,2022
27,222,1682,2022
28,365,1667,2022
29,285,1368,2022
30,251,1328,2022
31,174,1135,2022
32,242,1102,2022
33,343,1098,2022
34,10,1035,2022
35,392,984,2022
36,104,876,2022
37,304,860,2022
38,393,768,2022
39,407,692,2022
40,267,674,2022
41,235,673,2022
42,373,670,2022
43,493,615,2022
44,226,613,2022
45,110,611,2022
46,423,609,2022
47,0,566,2022
48,319,558,2022
49,356,525,2022
50,428,459,2022
51,80,370,2022
52,465,358,2022
53,459,356,2022
54,408,346,2022
55,287,334,2022
56,414,328,2022
57,472,317,2022
58,293,313,2022
59,452,305,2022
60,259,295,2022
61,210,288,2022
62,424,288,2022
63,406,273,2022
64,367,263,2022
65,155,258,2022
66,354,239,2022
67,405,231,2022
68,480,219,2022
69,467,218,2022
70,146,212,2022
71,471,211,2022
72,156,191,2022
73,469,172,2022
74,415,164,2022
75,272,155,2022
76,468,152,2022
77,402,146,2022
78,361,138,2022
79,317,138,2022
80,435,136,2022
81,463,134,2022
82,401,127,2022
83,30,117,2022
84,448,106,2022
85,330,100,2022
86,482,91,2022
87,427,89,2022
88,412,76,2022
89,420,75,2022
90,308,75,2022
91,410,64,2022
92,418,63,2022
93,432,54,2022
94,421,53,2022
95,425,48,2022
96,488,48,2022
97,495,44,2022
98,349,38,2022
99,487,38,2022
100,429,32,2022
101,359,27,2022
102,419,23,2022
103,430,23,2022
104,447,22,2022
105,416,22,2022
106,436,18,2022
107,403,12,2022
108,485,8,2022
109,122,7,2022
110,484,4,2022
111,433,4,2022
112,265,3,2022
113,342,2,2022
114,422,2,2022
115,434,1,2022
116,437,1,2022
0,101,28909,2023
1,116,28354,2023
2,381,9059,2023
3,40,8698,2023
4,153,7589,2023
5,163,7057,2023
6,364,6038,2023
7,277,6023,2023
8,376,4837,2023
9,262,4505,2023
10,230,3662,2023
11,470,3630,2023
12,316,3220,2023
13,282,3155,2023
14,70,2625,2023
15,60,2429,2023
16,20,2280,2023
17,158,2262,2023
18,369,2256,2023
19,50,2252,2023
20,232,2186,2023
21,324,2172,2023
22,280,1972,2023
23,290,1905,2023
24,386,1884,2023
25,365,1816,2023
26,222,1587,2023
27,135,1504,2023
28,343,1433,2023
29,10,1316,2023
30,242,1308,2023
31,251,1231,2023
32,285,1160,2023
33,476,1123,2023
34,174,1109,2023
35,392,1018,2023
36,104,1003,2023
37,304,956,2023
38,393,899,2023
39,110,874,2023
40,267,802,2023
41,493,769,2023
42,226,746,2023
43,373,687,2023
44,407,686,2023
45,235,646,2023
46,423,621,2023
47,414,530,2023
48,356,520,2023
49,465,497,2023
50,0,461,2023
51,319,441,2023
52,287,413,2023
53,428,413,2023
54,471,330,2023
55,259,329,2023
56,452,323,2023
57,406,319,2023
58,472,296,2023
59,408,295,2023
60,293,295,2023
61,80,292,2023
62,424,266,2023
63,210,266,2023
64,459,264,2023
65,367,258,2023
66,405,232,2023
67,146,217,2023
68,480,216,2023
69,30,201,2023
70,354,186,2023
71,467,181,2023
72,415,177,2023
73,435,161,2023
74,155,156,2023
75,468,150,2023
76,402,146,2023
77,463,145,2023
78,330,143,2023
79,448,137,2023
80,401,132,2023
81,487,119,2023
82,272,117,2023
83,469,116,2023
84,427,99,2023
85,495,98,2023
86,317,96,2023
87,156,95,2023
88,308,92,2023
89,418,80,2023
90,421,79,2023
91,361,76,2023
92,412,70,2023
93,410,65,2023
94,349,63,2023
95,425,59,2023
96,420,55,2023
97,429,54,2023
98,432,44,2023
99,359,40,2023
100,419,35,2023
101,488,30,2023
102,430,23,2023
103,436,19,2023
104,433,13,2023
105,447,12,2023
106,403,12,2023
107,122,10,2023
108,416,8,2023
109,434,7,2023
110,485,7,2023
111,494,5,2023
112,437,3,2023
113,422,3,2023
114,265,3,2023
115,342,2,2023
116,426,2,2023
117,498,2,2023
118,352,1,2023
