;data_inversa;uf;municipio;br;km;latitude;longitude;acidentes
48;2020-01-03;ES;SERRA;101;264,5;-20.17889309;-40.26530538;3
49;2020-01-03;RS;MONTENEGRO;386;423;-29.816875;-51.392719;6
50;2020-01-02;MG;UBERABA;50;176;-19.77919981;-47.960032;13
51;2020-01-03;PI;TERESINA;316;9;-5.17381686;-42.76624952;21
52;2020-01-03;MG;SETE LAGOAS;40;462,8;-19.418214;-44.339468;6
53;2020-01-03;MG;SANTOS DUMONT;40;735,8;-21.37449311;-43.56992662;2
54;2020-01-03;PR;CAMBARA;369;22,5;-23.0431141;-50.104056;4
55;2020-01-03;GO;CATALAO;50;281;-18.1838;-47.9441;5
56;2020-01-03;PI;PICOS;316;298;-7.02855707;-41.5570932;13
57;2020-01-03;RS;RIO GRANDE;392;1,6;-32.04488513;-52.0855305;2
58;2020-01-03;MG;TIMOTEO;381;268;-19.52832567;-42.63334751;2
59;2020-01-03;RS;SANTO ANTONIO DA PATRULHA;290;25,7;-29.879977;-50.51217;4
60;2020-01-03;PI;TERESINA;316;2,4;-5.123238;-42.79601812;3
61;2020-01-03;SC;PONTE SERRADA;282;460;-26.856062;-52.03215;5
62;2020-01-03;RJ;MAGE;116;127;-22.66137035;-43.09295957;8
63;2020-01-03;MG;CONSELHEIRO LAFAIETE;40;632;-20.67348593;-43.7968977;21
64;2020-01-03;RS;SANTA MARIA;392;347;-29.76125014;-53.78681035;15
65;2020-01-03;MG;FRANCISCO SA;251;506,6;-16.61894941;-43.6887828;43
66;2020-01-03;RS;SAO LEOPOLDO;116;247,3;-29.76733091;-51.1535296;22
67;2020-01-03;BA;JEQUIE;116;694,9;-14.03704037;-40.20363092;4
68;2020-01-03;RJ;BARRA MANSA;116;266;-22.58856193;-44.09534501;12
69;2020-01-03;MG;SAO GONCALO DO RIO ABAIXO;381;371;-19.84407789;-43.30732499;15
70;2020-01-03;PR;LINDOESTE;163;158;-25.35274977;-53.58271385;2
71;2020-01-03;PR;ORTIGUEIRA;376;339;-24.14014023;-51.00552499;6
72;2020-01-03;PR;SANTO ANTONIO DA PLATINA;153;51,2;-23.37806597;-50.06216712;11
73;2020-01-03;MG;BRUMADINHO;381;529,5;-20.16619722;-44.36914378;11
74;2020-01-03;MG;LEOPOLDINA;116;766,7;-21.5271992;-42.65302264;3
75;2020-01-03;BA;RIO REAL;101;0,3;-11.539233;-37.857036;6
76;2020-01-03;SP;UBATUBA;101;46;-23.42546837;-45.07701159;4
77;2020-01-02;BA;JEREMOABO;235;60;-10.08929173;-38.18273974;6
78;2020-01-03;BA;OLIVEIRA DOS BREJINHOS;242;490;-12.40813704;-42.37388109;10
79;2020-01-03;MG;ARAXA;262;721,8;-19.61417495;-47.20534846;2
80;2020-01-03;MS;CAMPO GRANDE;262;305,9;-20.48390019;-54.33577621;3
81;2020-01-04;SE;MURIBECA;101;26;-10.41385308;-36.92027362;3
82;2020-01-03;SC;BALNEARIO BARRA DO SUL;280;18,2;-26.36432495;-48.66444809;7
83;2020-01-03;BA;MASCOTE;101;610;-15.57794;-39.4081;1
84;2020-01-03;MG;BOM DESPACHO;262;480,7;-19.78696514;-45.24828201;1
85;2020-01-04;GO;MORRINHOS;153;606,8;-17.6114;-49.1825;1
86;2020-01-04;RJ;NOVA IGUACU;116;179,9;-22.74016179;-43.45921668;2
87;2020-01-04;MG;TRES CORACOES;381;749,6;-21.66281681;-45.30798018;55
88;2020-01-04;MG;BETIM;262;359;-19.98332234;-44.20214426;15
89;2020-01-04;RS;NOVA PRATA;470;156;-28.78874508;-51.61532195;6
90;2020-01-04;PE;CUSTODIA;232;328;-8.09113514;-37.59520501;2
91;2020-01-04;AC;SENA MADUREIRA;364;255,9;-9.18755199;-68.55481799;2
92;2020-01-04;MG;CONTAGEM;40;526,7;-19.89255399;-44.04985478;41
93;2020-01-04;MG;SANTOS DUMONT;40;738;-21.38880304;-43.56910622;13
94;2020-01-04;RS;MORRO REDONDO;392;102,3;-31.52321383;-52.59145883;4
95;2020-01-04;BA;ITABERABA;242;244;-12.501019;-40.427317;7
96;2020-01-04;MG;MONTES CLAROS;365;18;-16.87824584;-44.00270102;2
97;2020-01-04;ES;CONCEICAO DO CASTELO;262;120;-20.300399;-41.23049498;11
98;2020-01-04;ES;SERRA;101;266;-20.190199;-40.26828891;78
99;2020-01-04;MG;GRAO MOGOL;251;465,2;-16.45710399;-43.40386502;94
100;2020-01-04;PE;PALMARES;101;192,5;-8.71282291;-35.60955915;4
101;2020-01-04;SC;RANCHO QUEIMADO;282;64,2;-27.6971322;-49.05502796;4
102;2020-01-04;GO;PADRE BERNARDO;80;21,9;-15.36229268;-48.22365582;2
103;2020-01-04;MG;CAXAMBU;354;709;-22.02469499;-44.9270357;2
104;2020-01-04;GO;FORMOSA;20;61;-15.238772;-47.17049;10
105;2020-01-04;BA;SAO JOSE DA VITORIA;101;535;-15.03266994;-39.3296814;2
106;2020-01-04;ES;ANCHIETA;101;360,9;-20.7043621;-40.71735486;6
107;2020-01-04;MG;UBAPORANGA;116;508,9;-19.62776197;-42.10624519;12
108;2020-01-04;BA;SANTO ESTEVAO;116;459;-12.42081589;-39.19884407;3
109;2020-01-04;PE;CARUARU;104;35;-8.0567;-36.0485;8
110;2020-01-04;BA;EUNAPOLIS;101;715;-16.35464291;-39.5795891;3
111;2020-01-05;RO;JARU;364;420,6;-10.47470369;-62.44575957;6
112;2020-01-04;SP;CAJATI;116;511;-24.83558399;-48.2223738;24
113;2020-01-04;BA;GAVIAO;324;385;-11.48858977;-39.75706888;3
114;2020-01-05;MG;MONTES CLAROS;251;512,7;-16.6553239;-43.71906108;10
115;2020-01-04;RN;MOSSORO;304;74,8;-5.43028812;-37.20332515;3
116;2020-01-05;TO;PRESIDENTE KENNEDY;153;285;-8.39933509;-48.48484742;6
117;2020-01-05;SC;LONTRAS;470;124,4;-27.113192;-49.529163;14
118;2020-01-05;MT;ALTO ARAGUAIA;364;28,5;-17.17155933;-53.40273814;2
119;2020-01-05;MG;FRUTA DE LEITE;251;334;-16.25584596;-42.43923797;52
120;2020-01-05;MG;FRANCISCO SA;251;468;-16.4718381;-43.42537022;5
121;2020-01-05;RS;URUGUAIANA;472;595;-29.85443098;-57.10946865;2
122;2020-01-05;MG;LAVRAS;381;697,3;-21.29043096;-45.14791909;19
123;2020-01-05;RS;BUTIA;290;176,3;-30.131086;-51.972031;4
124;2020-01-05;MT;SANTO ANTONIO DO LEVERGER;364;349;-15.79266419;-55.58050009;7
125;2020-01-05;BA;ITABELA;101;735,5;-16.50061591;-39.57550049;3
126;2020-01-05;BA;VITORIA DA CONQUISTA;116;861,6;-15.14007;-41.04459;9
127;2020-01-05;PE;PEDRA;424;18,7;-8.49676628;-36.93934222;2
128;2020-01-05;PR;MATELANDIA;277;650,6;-25.19035881;-53.93738222;6
129;2020-01-05;BA;BARREIRAS;135;180;-12.14963594;-45.00200897;2
130;2020-01-05;MG;RIO MANSO;381;546,4;-20.29622787;-44.43842914;2
131;2020-01-05;PR;ORTIGUEIRA;376;338,2;-24.1569867;-50.97397383;7
132;2020-01-05;MG;MONTES CLAROS;251;512,4;-16.65954384;-43.74380102;6
133;2020-01-05;MG;SABARA;381;442;-19.80956823;-43.77297521;6
134;2020-01-05;RR;CARACARAI;174;369;1.832381;-61.125172;3
135;2020-01-06;RJ;NITEROI;101;322;-22.878923;-43.110676;24
136;2020-01-06;MS;TRES LAGOAS;158;281;-20.83608098;-51.73294105;2
137;2020-01-05;BA;JEREMOABO;110;66,3;-10.02015426;-38.32185556;5
138;2020-01-06;MG;LAVRAS;381;689,3;-21.225698;-45.130486;4
139;2020-01-06;SP;GUARAREMA;116;182;-23.34641462;-46.16500139;4
140;2020-01-06;RJ;RIO DE JANEIRO;116;164;-22.81074068;-43.28844363;33
141;2020-01-06;RS;SOLEDADE;386;245,3;-28.8034826;-52.50798139;10
142;2020-01-06;MS;ELDORADO;163;42;-23.77140302;-54.27611382;5
143;2020-01-06;SC;ARARANGUA;101;417,8;-28.97376391;-49.53023409;8
144;2020-01-06;MS;CHAPADAO DO SUL;60;14,2;-18.80639188;-52.66006516;8
145;2020-01-06;GO;JARAGUA;153;369,1;-15.83090246;-49.2791748;8
146;2020-01-06;SP;PINDAMONHANGABA;116;103;-22.99919465;-45.49788917;29
147;2020-01-06;MS;PARANAIBA;158;38,5;-19.28935296;-51.46641198;7
148;2020-01-06;PE;BELO JARDIM;232;176,2;-8.34573608;-36.39481995;4
149;2020-01-06;RS;SAO LUIZ GONZAGA;285;565,3;-28.418699;-54.946823;4
150;2020-01-06;SP;ATIBAIA;381;49;-23.20535293;-46.59066516;18
151;2020-01-06;SP;SAO PAULO;381;77;-23.388839;-46.5693478;13
152;2020-01-06;BA;AMELIA RODRIGUES;324;556;-12.47106487;-38.6824229;4
153;2020-01-06;TO;ALVORADA;153;757,9;-12.45418101;-49.11937505;5
154;2020-01-06;MS;CAMPO GRANDE;163;485,1;-20.44233707;-54.54201834;48
155;2020-01-06;MT;DIAMANTINO;163;534;-14.43223601;-56.11612599;10
156;2020-01-06;PR;CURITIBA;376;601;-25.537054;-49.31404;54
157;2020-01-06;MT;PEDRA PRETA;364;139,3;-16.80094529;-54.1099251;22
158;2020-01-06;MA;CAXIAS;316;553;-4.877648;-43.338158;14
159;2020-01-06;SC;SAO CRISTOVAO DO SUL;470;237,2;-27.304129;-50.456207;2
160;2020-01-07;PR;GUARATUBA;376;679,1;-25.94961337;-48.90600443;1
161;2020-01-07;SP;CAJATI;116;514;-24.85874304;-48.21731282;33
162;2020-01-07;ES;LINHARES;101;142;-19.33458987;-40.06755477;35
163;2020-01-07;PR;GUARAPUAVA;277;310,2;-25.3165535;-51.21416867;14
164;2020-01-07;ES;IBATIBA;262;173,2;-20.26976575;-41.61269188;1
165;2020-01-07;GO;CATALAO;50;250,1;-17.9676;-47.7962;15
166;2020-01-07;MG;PARAOPEBA;40;446,5;-19.28815;-44.392;23
167;2020-01-07;PR;SAO JOSE DOS PINHAIS;116;97;-25.51232495;-49.12871007;6
168;2020-01-07;PR;CASCAVEL;277;597,3;-24.99513602;-53.51418998;24
169;2020-01-07;SC;BLUMENAU;470;61,7;-26.87499978;-49.1818428;2
170;2020-01-07;MG;ESTIVA;381;873,8;-22.42086734;-45.9656167;2
171;2020-01-07;SC;PALHOCA;101;218;-27.6758601;-48.67052525;41
172;2020-01-07;MG;SAO GONCALO DO RIO ABAIXO;381;369;-19.85129538;-43.29305902;4
173;2020-01-07;MG;BARBACENA;40;700,3;-21.17760699;-43.75627477;8
174;2020-01-07;SC;BALNEARIO CAMBORIU;101;134,4;-27.00218;-48.636433;78
175;2020-01-07;PB;CAMPINA GRANDE;230;137,6;-7.2766;-35.7739;12
176;2020-01-07;PR;CURITIBA;116;126;-25.60389895;-49.31824423;64
177;2020-01-07;PE;CABO DE SANTO AGOSTINHO;101;99;-8.26025316;-35.04629883;7
178;2020-01-07;MG;RIBEIRAO DAS NEVES;40;513;-19.7970544;-44.1080512;40
179;2020-01-07;MT;VARZEA GRANDE;70;523;-15.65671097;-56.18988276;2
180;2020-01-07;RJ;CAMPOS DOS GOYTACAZES;101;66;-21.76090387;-41.34788959;10
181;2020-01-07;PR;GUARAPUAVA;277;325,4;-25.37142553;-51.26201107;2
182;2020-01-07;SC;PASSO DE TORRES;101;464;-29.29207274;-49.76148319;3
183;2020-01-07;CE;FORTALEZA;222;0,5;-3.7367737;-38.56923;27
184;2020-01-07;GO;URUACU;153;223;-14.710747;-49.2253;7
185;2020-01-07;MG;BARBACENA;40;696,3;-21.14688299;-43.76443098;3
186;2020-01-07;MG;SABARA;381;435;-19.80010099;-43.75771301;7
187;2020-01-07;CE;BEBERIBE;116;112,9;-4.587685;-38.218776;7
188;2020-01-07;MA;IMPERATRIZ;10;255;-5.50685326;-47.47185946;4
189;2020-01-07;RS;PELOTAS;392;94,8;-31.57568163;-52.53741971;5
190;2020-01-07;MG;MOEMA;262;491,8;-19.7818918;-45.35148598;5
191;2020-01-07;MS;ITAQUIRAI;163;81,9;-23.44966585;-54.19942966;14
192;2020-01-07;PE;RECIFE;101;60,9;-7.98344307;-34.93176727;14
193;2020-01-07;BA;BARREIRAS;242;797;-12.16482771;-44.8590841;14
194;2020-01-07;TO;COLINAS DO TOCANTINS;153;249,2;-8.07095104;-48.46698244;5
195;2020-01-07;BA;ITAMARAJU;101;814,1;-17.06425919;-39.55544561;2
196;2020-01-07;PR;ORTIGUEIRA;376;323;-24.07453985;-51.0583234;13
197;2020-01-07;MS;JUTI;163;152;-22.95404592;-54.44580396;2
198;2020-01-07;SP;CAJATI;116;519;-24.88932071;-48.23326417;4
199;2020-01-07;RO;OURO PRETO DO OESTE;364;396;-10.63143201;-62.32007001;10
200;2020-01-07;MG;JEQUITAI;365;87;-17.18107982;-44.42673633;3
201;2020-01-07;PB;SAO JOAO DO CARIRI;412;53,5;-7.36929;-36.51078;6
202;2020-01-08;PR;PARANAGUA;277;5;-25.5205;-48.5095;51
203;2020-01-08;MG;POUSO ALEGRE;381;869;-22.38363855;-45.94900486;3
204;2020-01-08;PB;MAMANGUAPE;101;14,9;-6.61713815;-35.13803934;4
205;2020-01-07;MG;ITABIRITO;40;570;-20.21286706;-43.97263241;11
206;2020-01-08;MG;OLIVEIRA;381;601,5;-20.63243704;-44.73521221;7
207;2020-01-08;PR;NOVA ESPERANCA;376;135;-23.19376465;-52.20397621;3
208;2020-01-08;PE;ESCADA;101;128;-8.37986492;-35.24406405;11
209;2020-01-08;CE;CAUCAIA;20;381;-3.90875326;-38.84596961;1
210;2020-01-08;RS;PELOTAS;116;518;-31.68674126;-52.34793373;4
211;2020-01-08;SC;CORUPA;280;93,7;-26.38472876;-49.30877566;2
212;2020-01-08;RJ;TRES RIOS;40;21;-22.11423526;-43.15858581;19
213;2020-01-08;PB;JOAO PESSOA;230;19,3;-7.1281;-34.8466;39
214;2020-01-08;MG;NOVA LIMA;40;558,8;-20.11082646;-43.97221642;5
215;2020-01-08;SC;SAO JOSE;101;203;-27.5650044;-48.61460082;109
216;2020-01-08;PR;CATANDUVAS;277;547,7;-25.10507354;-53.10626462;7
217;2020-01-08;ES;CARIACICA;101;288,4;-20.27160351;-40.39091743;29
218;2020-01-08;SC;JOINVILLE;101;25;-26.1834739;-48.9105912;38
219;2020-01-08;PR;GUARATUBA;376;666;-25.86756478;-48.94821167;1
220;2020-01-08;SC;CAPAO ALTO;116;308,8;-28.19713229;-50.75889587;3
221;2020-01-08;BA;GANDU;101;363,9;-13.856841;-39.49252598;9
222;2020-01-08;MA;CAXIAS;316;564;-4.900841;-43.250313;6
223;2020-01-08;RS;BOM RETIRO DO SUL;386;363,8;-29.560402;-51.882065;8
224;2020-01-08;RJ;MANGARATIBA;101;415;-22.90433243;-43.88181398;35
225;2020-01-08;PA;DOM ELISEU;222;25;-4.311721;-47.617702;3
226;2020-01-08;MG;CORREGO DANTA;262;567;-19.74660592;-45.99893796;3
227;2020-01-08;RJ;MACAE;101;152,1;-22.23663499;-41.84217498;2
228;2020-01-08;SE;ITAPORANGA DAJUDA;101;124,2;-11.0425097;-37.3651886;1
229;2020-01-08;MG;ITAOBIM;116;124,1;-16.62714205;-41.50269872;2
230;2020-01-08;RJ;PETROPOLIS;40;63;-22.41319517;-43.14970765;2
231;2020-01-08;SC;POUSO REDONDO;470;175;-27.25649896;-49.93695974;1
232;2020-01-08;TO;RIO DOS BOIS;153;383,6;-9.26983115;-48.54848155;1
233;2020-01-08;CE;CAUCAIA;222;21;-3.73715313;-38.74293507;7
234;2020-01-09;PR;APUCARANA;369;198,7;-23.52278396;-51.44017294;1
235;2020-01-08;MT;BARRA DO GARCAS;70;11,4;-15.87896313;-52.352928;9
236;2020-01-09;SP;ITAPECERICA DA SERRA;116;292,7;-23.74581995;-46.90003027;14
237;2020-01-09;PR;TIJUCAS DO SUL;376;652;-25.8461583;-49.068884;47
238;2020-01-09;MG;SETE LAGOAS;40;463,9;-19.42224803;-44.33870213;19
239;2020-01-09;SP;CAJATI;116;499,7;-24.78228753;-48.17695233;19
240;2020-01-09;MT;SANTO ANTONIO DO LEVERGER;364;351,1;-15.8024753;-55.56540905;8
241;2020-01-09;PE;JABOATAO DOS GUARARAPES;101;78,1;-8.13496499;-34.94738614;22
242;2020-01-09;SC;CORUPA;280;91;-26.40198057;-49.29053774;6
243;2020-01-09;MG;EXTREMA;381;934,4;-22.82007572;-46.29934031;10
244;2020-01-09;MG;NOVA UNIAO;381;412;-19.74246971;-43.55529785;2
245;2020-01-09;CE;PACAJUS;116;54;-4.19566554;-38.47123658;5
246;2020-01-09;SP;UBATUBA;101;48,5;-23.43696329;-45.08768768;17
247;2020-01-09;RN;PARNAMIRIM;101;107;-5.91920796;-35.26412409;25
248;2020-01-09;TO;MIRACEMA DO TOCANTINS;153;473,7;-10.0192682;-48.77867485;19
249;2020-01-09;MT;SAO PEDRO DA CIPA;364;264;-16.01057325;-54.91344724;4
250;2020-01-09;RO;PORTO VELHO;319;60,5;-8.766685;-63.884052;171
251;2020-01-09;MG;MONTE ALEGRE DE MINAS;153;54;-18.85277763;-49.08301967;5
252;2020-01-09;SC;CAMPOS NOVOS;282;330,5;-27.387941;-51.116081;5
253;2020-01-09;RS;FAZENDA VILANOVA;386;367,5;-29.58122027;-51.84070587;1
254;2020-01-09;MT;RONDONOPOLIS;163;117;-16.52182818;-54.65882461;9
255;2020-01-09;MT;RONDONOPOLIS;364;235,4;-16.22248696;-54.77953416;12
256;2020-01-09;ES;LINHARES;101;146,2;-19.36990998;-40.06560718;57
257;2020-01-09;CE;MILAGRES;116;468,5;-7.2601551;-38.84419874;2
258;2020-01-09;SP;BARRA DO TURVO;116;555;-24.97447301;-48.504597;13
259;2020-01-09;RJ;SEROPEDICA;465;4,5;-22.740971;-43.705597;20
260;2020-01-09;MG;FRANCISCO SA;251;484;-16.6560116;-43.7238202;6
261;2020-01-09;MS;ITAQUIRAI;163;67,3;-23.57258597;-54.19598936;2
262;2020-01-09;MG;TEOFILO OTONI;116;240;-17.57022614;-41.46854576;7
263;2020-01-09;ES;SAO MATEUS;101;67,9;-18.72054021;-39.8658931;13
264;2020-01-09;GO;ALEXANIA;60;26;-16.0963;-48.5202;92
265;2020-01-09;ES;CACHOEIRO DE ITAPEMIRIM;101;421,7;-20.97396984;-41.11067322;1
266;2020-01-09;SP;GUARULHOS;381;89;-23.48753585;-46.55911973;2
267;2020-01-09;MG;OLIVEIRA;381;620,9;-20.78558012;-44.78578864;2
268;2020-01-10;MG;SAO DOMINGOS DO PRATA;262;156,2;-19.9715892;-42.80273438;2
269;2020-01-09;RJ;SAO GONCALO;101;309,4;-22.79498873;-43.03446105;35
270;2020-01-09;RS;VACARIA;285;131;-28.468346;-50.970272;3
271;2020-01-10;GO;FORMOSA;20;0,4;-15.581744;-47.343241;14
272;2020-01-10;SP;CACHOEIRA PAULISTA;116;37,9;-22.66497021;-44.98430985;12
273;2020-01-09;MT;PORTO ESPERIDIAO;174;169;-15.8482247;-58.46356612;5
274;2020-01-10;SC;PONTE SERRADA;282;464;-26.852072;-52.068142;4
275;2020-01-10;RS;PORTO ALEGRE;290;102;-29.987228;-51.25613;23
276;2020-01-10;MG;CAXAMBU;354;705;-21.99502315;-44.92661476;2
277;2020-01-10;MT;RONDONOPOLIS;364;202,5;-16.48347324;-54.64970354;18
278;2020-01-10;BA;FEIRA DE SANTANA;324;514;-12.23229233;-38.95215305;10
279;2020-01-10;SC;MAFRA;280;178,8;-26.1159948;-49.7865526;4
280;2020-01-10;RJ;RIO DE JANEIRO;40;124;-22.807953;-43.289124;35
281;2020-01-10;PE;RECIFE;232;5,7;-8.070156;-34.950936;4
282;2020-01-10;SP;SAO PAULO;116;229;-23.51291902;-46.57604698;84
283;2020-01-10;PR;CURITIBA;476;130;-25.449564;-49.236427;54
284;2020-01-10;CE;CAUCAIA;222;30;-3.7104394;-38.8243103;4
285;2020-01-10;SP;REGISTRO;116;451;-24.54542792;-47.86180224;24
286;2020-01-10;PA;ELDORADO DO CARAJAS;155;270;-6.09701984;-49.34280753;2
287;2020-01-10;BA;JAGUAQUARA;116;632,2;-13.51282808;-40.05629274;4
288;2020-01-10;SC;CORREIA PINTO;116;221;-27.58573399;-50.36555188;9
289;2020-01-10;RJ;RIO DE JANEIRO;116;165;-22.8106813;-43.33454132;4
290;2020-01-10;SP;ATIBAIA;381;36;-23.088586;-46.571798;15
291;2020-01-10;MG;PLANURA;364;0;-20.16570509;-48.69020462;5
292;2020-01-10;RN;GOVERNADOR DIX-SEPT ROSADO;405;32,1;-5.32832009;-37.57962887;1
293;2020-01-10;TO;PARAISO DO TOCANTINS;153;506,6;-10.254444;-48.87909303;3
294;2020-01-10;SC;CAMPOS NOVOS;282;332,5;-27.390564;-51.125843;9
295;2020-01-10;SC;BARRA VELHA;101;98;-26.73760897;-48.69918789;13
296;2020-01-10;RS;SANTANA DA BOA VISTA;392;203;-30.85344273;-53.1587385;4
297;2020-01-10;RS;PANAMBI;285;419,3;-28.342995;-53.541256;1
298;2020-01-10;RJ;SEROPEDICA;493;102;-22.76171;-43.73562;10
299;2020-01-10;SC;BALNEARIO CAMBORIU;101;132,9;-26.99654133;-48.65564711;35
300;2020-01-10;ES;ANCHIETA;101;354,5;-20.68448741;-40.67131406;3
301;2020-01-10;SP;GUARULHOS;381;89;-23.48469299;-46.55983288;14
302;2020-01-10;PR;GUARATUBA;376;673;-25.90540185;-48.92108917;2
303;2020-01-10;SP;QUELUZ;116;6;-22.53158181;-44.75374706;13
304;2020-01-10;MT;VARZEA GRANDE;364;472;-15.44730266;-56.32918067;3
305;2020-01-10;GO;COCALZINHO DE GOIAS;70;15;-15.75578998;-48.33282786;7
306;2020-01-10;GO;ACREUNA;60;300;-17.3646;-50.3363;3
307;2020-01-10;MT;CACERES;70;715;-16.24064796;-57.555531;7
308;2020-01-10;SC;CATANDUVAS;282;411,8;-27.059202;-51.680046;7
309;2020-01-10;PR;CEU AZUL;277;633;-25.12585236;-53.81903487;14
310;2020-01-11;SE;ESTANCIA;101;148,7;-11.23753745;-37.42982984;1
311;2020-01-11;MG;MONTE ALEGRE DE MINAS;153;58;-18.878386;-49.056637;12
312;2020-01-10;MG;CONGONHAL;459;88;-22.149559;-46.023994;2
313;2020-01-10;MG;ITATIAIUCU;381;532;-20.1904316;-44.38268793;15
314;2020-01-10;SP;EMBU DAS ARTES;116;282;-23.66057353;-46.8528093;4
315;2020-01-11;SP;LAVRINHAS;116;23;-22.58978112;-44.88535587;37
316;2020-01-11;MG;GRAO MOGOL;251;438,7;-16.39866658;-43.21253532;4
317;2020-01-11;AC;SENADOR GUIOMARD;364;67,7;-10.06103729;-67.31302104;2
318;2020-01-11;RJ;PIRAI;116;224,7;-22.66922428;-43.83605003;2
319;2020-01-11;CE;CAUCAIA;222;22;-3.7334234;-38.75084288;8
320;2020-01-11;BA;JEQUIE;116;683;-13.87769527;-40.13464153;7
321;2020-01-11;PR;MARINGA;376;174,4;-23.41430102;-51.94984299;24
322;2020-01-11;CE;MARACANAU;20;418,5;-3.83693644;-38.60702991;3
323;2020-01-11;SP;SAO LOURENCO DA SERRA;116;310;-23.86057951;-46.9463557;5
324;2020-01-11;GO;PORANGATU;153;71;-13.45846;-49.135578;13
325;2020-01-11;PB;ALHANDRA;101;110,8;-7.35255626;-34.94940909;5
326;2020-01-11;GO;MINEIROS;364;316;-17.446447;-52.598991;2
327;2020-01-11;MG;UBERLANDIA;365;634;-18.89398203;-48.409205;3
328;2020-01-11;PR;UNIAO DA VITORIA;153;460;-26.23111053;-51.14174366;7
329;2020-01-11;PR;CAMPO LARGO;277;116;-25.43342542;-49.40593292;8
