;data_inversa;uf;municipio;br;km;latitude;longitude;acidentes
70;2022-01-03;PR;TIBAGI;376;436,8;-24.78634492;-50.50749779;2
71;2022-01-03;MG;UBERABA;50;127,9;-19.362828;-48.07942696;5
72;2022-01-03;MG;SANTANA DO PARAISO;381;236;-19.38800792;-42.47616714;4
73;2022-01-04;MT;AGUA BOA;158;552;-13.92829513;-52.09720965;13
74;2022-01-04;MG;ESMERALDAS;40;504,4;-19.72987888;-44.15253368;67
75;2022-01-03;MG;MANHUACU;262;49,3;-20.24782001;-42.12958192;4
76;2022-01-04;RJ;PIRAI;116;223,7;-22.68972504;-43.801317;2
77;2022-01-04;ES;MARECHAL FLORIANO;262;63,9;-20.42077468;-40.80814348;14
78;2022-01-04;RS;PASSO FUNDO;285;318,5;-28.2699157;-52.60322571;2
79;2022-01-04;PA;ULIANOPOLIS;10;95;-3.61247701;-47.48914317;9
80;2022-01-04;GO;PROFESSOR JAMIL;153;564,4;-17.2476;-49.2417;24
81;2022-01-04;MG;JUATUBA;262;364;-19.97438211;-44.31977729;2
82;2022-01-04;MG;SANTOS DUMONT;40;739;-21.394039;-43.56680295;8
83;2022-01-04;RN;PARNAMIRIM;101;112;-5.96429;-35.264877;12
84;2022-01-04;MA;TIMON;316;616,3;-5.094195;-42.832569;9
85;2022-01-04;SP;REGISTRO;116;430;-24.40730885;-47.7459871;15
86;2022-01-04;MT;AGUA BOA;158;558;-13.97297931;-52.12824861;8
87;2022-01-04;RS;CARAZINHO;386;167,9;-28.214367;-52.825512;5
88;2022-01-04;AL;DELMIRO GOUVEIA;423;98,5;-9.38431684;-38.14029505;12
89;2022-01-04;PR;ANTONINA;116;18,6;-25.103973;-48.710786;18
90;2022-01-04;PI;ALTOS;343;305,3;-5.03444;-42.443382;11
91;2022-01-04;BA;ESPLANADA;101;41,9;-11.86585201;-37.99130917;4
92;2022-01-04;RS;PASSO FUNDO;285;299,8;-28.234184;-52.43314;6
93;2022-01-04;PR;MERCEDES;163;308;-24.44371604;-54.16328708;7
94;2022-01-04;RS;NOVA SANTA RITA;386;432,7;-29.83956436;-51.29827738;6
95;2022-01-04;ES;CARIACICA;262;2,2;-20.33183066;-40.36246061;2
96;2022-01-04;MT;DIAMANTINO;364;586;-14.61648924;-56.25803777;9
97;2022-01-04;SC;RIO DO SUL;470;140,4;-27.222485;-49.662827;13
98;2022-01-04;AL;PORTO REAL DO COLEGIO;101;223,2;-10.07084699;-36.69320941;3
99;2022-01-04;MA;SAO LUIS;135;10,8;-2.655912;-44.28629098;32
100;2022-01-04;PR;PONTA GROSSA;376;476;-25.03951007;-50.27854627;5
101;2022-01-04;SP;CAJATI;116;515;-24.86704083;-48.21738184;9
102;2022-01-04;MS;ITAQUIRAI;163;104;-23.24560635;-54.22489172;5
103;2022-01-04;PR;CANDOI;277;402;-25.45506362;-51.94590311;7
104;2022-01-04;MG;BARAO DE COCAIS;381;388;-19.78768531;-43.42997106;17
105;2022-01-04;MS;RIO VERDE DE MATO GROSSO;163;695;-18.80016194;-54.8235928;1
106;2022-01-04;SP;SAO PAULO;381;84;-23.43937;-46.56807;21
107;2022-01-04;MT;PONTES E LACERDA;174;292;-15.19768202;-59.32244014;3
108;2022-01-04;SC;RIO DO SUL;470;141;-27.226065;-49.666161;35
109;2022-01-04;BA;RIO REAL;101;20;-11.70657288;-37.91374808;2
110;2022-01-04;ES;JAGUARE;101;93;-18.92266916;-39.96785068;14
111;2022-01-04;PE;PESQUEIRA;232;210,5;-8.36613403;-36.70019388;5
112;2022-01-04;BA;BOA VISTA DO TUPIM;242;258;-12.47654323;-40.53365808;3
113;2022-01-04;ES;CACHOEIRO DE ITAPEMIRIM;101;420,7;-20.9657538;-41.10735825;4
114;2022-01-04;SC;INDAIAL;470;70;-26.889374;-49.254478;29
115;2022-01-04;PI;AMARANTE;343;520;-6.360165;-42.794937;2
116;2022-01-04;SC;ALFREDO WAGNER;282;105,8;-27.694309;-49.34338;5
117;2022-01-04;SC;ITAPEMA;101;151;-27.126536;-48.609642;57
118;2022-01-04;MG;SERITINGA;267;238,2;-21.92856091;-44.38769398;2
119;2022-01-05;SC;JOINVILLE;101;38,9;-26.30141757;-48.88349533;5
120;2022-01-05;PR;SAO JOSE DOS PINHAIS;376;631;-25.70434399;-49.14198595;11
121;2022-01-05;MS;CAMPO GRANDE;163;465,4;-20.59436908;-54.5809341;11
122;2022-01-05;SC;JOACABA;282;388,9;-27.179003;-51.531616;5
123;2022-01-05;CE;FORTALEZA;20;430;-3.76999035;-38.67006282;190
124;2022-01-05;SE;JAPARATUBA;101;47,2;-10.57953635;-36.96510841;1
125;2022-01-05;AL;ATALAIA;316;243;-9.50948818;-36.01302293;2
126;2022-01-05;PR;BARRACAO;163;3,9;-26.269993;-53.586741;5
127;2022-01-05;MG;SANTO ANTONIO DO AMPARO;381;635,7;-20.88278809;-44.85183046;18
128;2022-01-05;RJ;DUQUE DE CAXIAS;40;116;-22.73662299;-43.28858785;50
129;2022-01-05;ES;CARIACICA;101;293;-20.31526144;-40.39567044;44
130;2022-01-05;PR;UBIRATA;369;449;-24.5561;-52.9856;5
131;2022-01-05;PI;TERESINA;316;6,1;-5.14702095;-42.77438982;24
132;2022-01-05;RS;SAO LUIZ GONZAGA;285;571;-28.41352161;-54.98878241;4
133;2022-01-04;MG;PARACATU;40;38;-17.21050388;-46.89942099;10
134;2022-01-05;MG;UBERABA;262;801;-19.77098448;-47.90665627;1
135;2022-01-05;MT;POCONE;70;613;-15.85184201;-56.84029;2
136;2022-01-05;PR;CANDOI;277;394,1;-25.449848;-51.917016;3
137;2022-01-05;ES;CARIACICA;262;6,5;-20.34007493;-40.39451305;4
138;2022-01-05;ES;SAO MATEUS;101;71,8;-18.753513;-39.862598;10
139;2022-01-05;RS;SAO JOSE DO OURO;470;42;-27.83054685;-51.44010723;10
140;2022-01-05;PB;MALTA;230;350;-6.904166;-37.521376;2
141;2022-01-05;GO;ANAPOLIS;60;98,5;-16.3846;-48.9541;20
142;2022-01-05;SP;ARUJA;116;205;-23.41475243;-46.36600788;42
143;2022-01-05;MG;CAMBUI;381;905;-22.69514484;-46.1125442;7
144;2022-01-05;PA;BELTERRA;163;877;-3.42813499;-54.90900288;4
145;2022-01-05;GO;FORMOSA;20;87;-15.04263;-47.062229;2
146;2022-01-05;SC;LONTRAS;470;128,3;-27.143742;-49.548897;12
147;2022-01-05;BA;SALVADOR;324;622;-12.91888605;-38.46502095;34
148;2022-01-05;MA;ACAILANDIA;222;639,9;-4.78206718;-47.18907294;1
149;2022-01-05;MT;VARZEA GRANDE;364;456;-15.50033332;-56.27192974;2
150;2022-01-05;MT;CAMPO VERDE;70;361;-15.47760186;-54.96144709;2
151;2022-01-05;SE;MARUIM;101;73;-10.75674403;-37.10467696;20
152;2022-01-05;MG;NOVA SERRANA;262;441,6;-19.8729254;-44.96281385;3
153;2022-01-05;PR;CAMPINA GRANDE DO SUL;116;43;-25.18101149;-48.88196442;24
154;2022-01-05;RJ;RIO DE JANEIRO;101;326;-22.87206203;-43.146105;18
155;2022-01-06;MG;JOAO PINHEIRO;40;121,9;-17.6660932;-46.3463888;2
156;2022-01-05;RJ;PIRAI;116;255,2;-22.58449025;-44.00458394;5
157;2022-01-06;SP;MIRACATU;116;385;-24.26169;-47.378376;3
158;2022-01-06;PE;RECIFE;101;66,4;-8.03368534;-34.94184125;33
159;2022-01-06;SC;ALFREDO WAGNER;282;82,9;-27.662027;-49.178356;9
160;2022-01-06;RJ;CAMPOS DOS GOYTACAZES;101;22;-21.403367;-41.34511;1
161;2022-01-06;SP;LORENA;116;53,5;-22.75255433;-45.10741076;14
162;2022-01-06;PR;PALMEIRA;376;537,7;-25.39367559;-49.7957986;4
163;2022-01-06;PR;IRATI;277;262;-25.41985568;-50.76041076;5
164;2022-01-06;PI;SAO GONCALO DO GURGUEIA;135;541;-10.0491259;-45.29005279;4
165;2022-01-06;PE;OROCO;428;33,4;-8.52756025;-39.50347286;3
166;2022-01-06;RJ;ANGRA DOS REIS;101;490;-22.95640053;-44.31282898;4
167;2022-01-06;MG;BETIM;381;491,7;-19.95947326;-44.15267944;4
168;2022-01-06;MG;CABO VERDE;146;448,4;-21.511682;-46.398897;2
169;2022-01-06;MG;BARAO DE COCAIS;381;392,8;-19.78430384;-43.43284866;2
170;2022-01-06;SC;XANXERE;282;510;-26.897114;-52.463585;16
171;2022-01-06;SC;PAULO LOPES;101;266,7;-28.06847808;-48.71463931;7
172;2022-01-06;SP;MIRACATU;116;351;-24.06157909;-47.22591797;4
173;2022-01-06;MS;RIBAS DO RIO PARDO;262;248,5;-20.43376868;-53.83445777;4
174;2022-01-06;MS;GLORIA DE DOURADOS;376;65,9;-22.41767708;-54.23098982;1
175;2022-01-06;ES;DOMINGOS MARTINS;262;39,9;-20.3802679;-40.63000864;18
176;2022-01-06;MG;CARMOPOLIS DE MINAS;381;592,1;-20.57880683;-44.6872411;9
177;2022-01-06;PR;CAMPINA GRANDE DO SUL;116;47;-25.21058799;-48.89720903;20
178;2022-01-06;MG;FRANCISCO SA;251;506;-16.61894941;-43.6887828;27
179;2022-01-05;BA;NOVA ITARANA;116;569,2;-13.00012602;-39.95465592;3
180;2022-01-06;SP;BARRA DO TURVO;116;544;-24.95781406;-48.42123049;2
181;2022-01-06;MG;TIMOTEO;381;270;-19.53050378;-42.60888945;2
182;2022-01-06;MT;GENERAL CARNEIRO;70;175;-15.63483814;-53.56411892;2
183;2022-01-06;GO;TEREZOPOLIS DE GOIAS;60;117,3;-16.4789;-49.0864;11
184;2022-01-06;RJ;PIRAI;116;243;-22.595887;-43.954693;3
185;2022-01-06;GO;JATAI;364;198;-17.921196;-51.741863;5
186;2022-01-06;SP;EMBU DAS ARTES;116;278;-23.65508497;-46.84918605;27
187;2022-01-06;RJ;PARACAMBI;116;221;-22.6931486;-43.78279481;3
188;2022-01-06;RS;SANTA BARBARA DO SUL;285;387,9;-28.409506;-53.221058;2
189;2022-01-06;ES;MARECHAL FLORIANO;262;63,9;-20.41797008;-40.81618087;3
190;2022-01-06;MG;RIO CASCA;262;121,5;-20.21312389;-42.65721909;3
191;2022-01-06;PE;CUSTODIA;232;328;-8.09113514;-37.59520501;4
192;2022-01-06;MG;CANAPOLIS;153;44;-18.77297399;-49.07332603;3
193;2022-01-06;PA;SAO DOMINGOS DO ARAGUAIA;230;61;-5.53974481;-48.64338197;1
194;2022-01-06;GO;SANTO ANTONIO DO DESCOBERTO;60;11,3;-16.114108;-48.328209;2
195;2022-01-06;SC;ITAJAI;101;117;-26.88747187;-48.72252969;76
196;2022-01-06;PR;CAMPINA GRANDE DO SUL;116;2;-25.06602975;-48.57857703;9
197;2022-01-06;RO;PORTO VELHO;364;714;-8.774448;-63.885946;3
198;2022-01-06;MS;PEDRO GOMES;163;778,5;-18.11334906;-54.69861464;2
199;2022-01-06;BA;CONCEICAO DO JACUIPE;101;148;-12.32206384;-38.73960825;4
200;2022-01-06;RS;TRES CACHOEIRAS;101;28;-29.46628752;-49.95379023;5
201;2022-01-06;MG;SAO GONCALO DO RIO ABAIXO;381;365,3;-19.854651;-43.261071;13
202;2022-01-07;GO;JUSSARA;70;337;-15.88501;-51.055024;2
203;2022-01-06;BA;SALVADOR;324;3;-12.95953627;-38.50040004;2
204;2022-01-07;RJ;ITATIAIA;116;316;-22.46560057;-44.49102813;17
205;2022-01-06;SC;PALMITOS;158;135;-27.07876798;-53.22663546;8
206;2022-01-07;MG;ITUIUTABA;365;739;-18.91153423;-49.36367595;1
207;2022-01-07;RR;CARACARAI;174;318;1.49675231;-60.94122833;3
208;2022-01-07;MT;MATUPA;163;1042;-10.148358;-54.930836;5
209;2022-01-07;PB;CABEDELO;230;12;-7.068;-34.85;33
210;2022-01-07;PI;TERESINA;316;2,4;-5.12861853;-42.80706778;32
211;2022-01-07;PR;GUARATUBA;376;677;-25.93367517;-48.9113003;16
212;2022-01-07;RS;PANAMBI;158;161;-28.36915497;-53.50540506;2
213;2022-01-07;RJ;ITAPERUNA;356;49;-21.25300596;-41.78325793;7
214;2022-01-07;PR;TIBAGI;376;411,3;-24.66458786;-50.60469271;4
215;2022-01-07;SP;UBATUBA;101;32;-23.38990851;-44.98703594;2
216;2022-01-07;SE;CAPELA;101;56;-10.6393067;-37.0106971;10
217;2022-01-07;MG;CONTAGEM;40;526;-19.89255399;-44.04985478;55
218;2022-01-07;PR;TUNEIRAS DO OESTE;487;135,6;-23.89903;-52.786115;1
219;2022-01-07;MT;NOVA MUTUM;163;573;-14.13823325;-56.10402945;24
220;2022-01-06;BA;PONTO NOVO;407;173;-10.86606201;-40.11133021;4
221;2022-01-07;SC;CAMPOS NOVOS;282;322,9;-27.39855;-51.040504;5
222;2022-01-07;MG;ITAPEVA;381;931,5;-22.788626;-46.244401;3
223;2022-01-07;MS;NOVA ALVORADA DO SUL;163;408;-21.09720006;-54.4881753;3
224;2022-01-07;CE;BREJO SANTO;116;516,3;-7.57338396;-39.0214544;3
225;2022-01-07;TO;FORTALEZA DO TABOCAO;235;197,6;-8.94701976;-48.43550884;2
226;2022-01-07;BA;ALAGOINHAS;110;351;-12.24565526;-38.40467138;4
227;2022-01-07;RS;RIO GRANDE;392;17,9;-32.09414738;-52.16752661;3
228;2022-01-07;SC;SAO JOSE;282;4,7;-27.592646;-48.604034;49
229;2022-01-07;ES;ANCHIETA;101;369,2;-20.76055768;-40.75851633;5
230;2022-01-07;SC;ARAQUARI;101;63,2;-26.45898367;-48.7584088;22
231;2022-01-07;SP;SAO JOSE DO RIO PRETO;153;71,8;-20.8580187;-49.40666241;6
232;2022-01-07;RO;JARU;364;416,5;-10.49365474;-62.42433518;4
233;2022-01-07;RJ;NOVA IGUACU;493;65;-22.66597704;-43.33007812;5
234;2022-01-07;GO;URUACU;153;210;-14.608367;-49.167444;4
235;2022-01-07;PE;IGARASSU;101;44;-7.85637001;-34.90842109;42
236;2022-01-07;RJ;SILVA JARDIM;101;231;-22.57752408;-42.38045083;3
237;2022-01-07;SC;ITAJAI;101;128;-26.97284292;-48.68299451;25
238;2022-01-07;MS;RIO VERDE DE MATO GROSSO;163;682;-18.90701005;-54.84077521;20
239;2022-01-07;SC;RIO NEGRINHO;280;125;-26.23836031;-49.49757636;2
240;2022-01-07;PI;LAGOA DO PIAUI;316;49;-5.48492495;-42.63890136;4
241;2022-01-07;MG;BELA VISTA DE MINAS;381;343,7;-19.85663904;-43.10916603;22
242;2022-01-07;GO;ITUMBIARA;452;161,6;-18.31260078;-49.49835091;3
243;2022-01-07;MG;PATROCINIO;365;480;-18.89211322;-47.06972105;2
244;2022-01-08;RJ;PIRAI;116;241,2;-22.64242197;-43.89766093;7
245;2022-01-07;GO;RIO VERDE;452;22;-17.87601952;-50.71654288;3
246;2022-01-08;AP;MACAPA;210;2;0.08282017;-51.07776189;25
247;2022-01-08;ES;SAO MATEUS;101;61;-18.68153217;-39.86364755;19
248;2022-01-08;TO;PARAISO DO TOCANTINS;153;487,7;-10.10155485;-48.8699883;4
249;2022-01-08;BA;JEQUIE;116;696,5;-13.99324878;-40.17891829;4
250;2022-01-08;RS;VITORIA DAS MISSOES;285;512,3;-28.39666125;-54.34934746;2
251;2022-01-07;MT;AGUA BOA;158;581,3;-14.15617199;-52.19727591;3
252;2022-01-08;MG;LUZ;262;509,6;-19.77231093;-45.51991603;3
253;2022-01-08;PR;IBIPORA;369;143,1;-23.292736;-51.094286;3
254;2022-01-08;BA;FEIRA DE SANTANA;116;419,4;-12.194529;-38.965336;22
255;2022-01-08;RJ;MACAE;101;173;-22.37100817;-41.95186287;8
256;2022-01-08;BA;VITORIA DA CONQUISTA;116;803,6;-14.76351221;-40.70383072;2
257;2022-01-08;PR;LONDRINA;369;151,1;-23.29270729;-51.17328644;4
258;2022-01-08;PE;RECIFE;232;5;-8.0656033;-34.94434476;1
259;2022-01-08;PE;SALGUEIRO;232;512;-8.068192;-39.180042;4
260;2022-01-08;MG;RIBEIRAO DAS NEVES;40;505,9;-19.746215;-44.148107;5
261;2022-01-08;MG;NOVA LIMA;40;562;-20.15039618;-43.96316528;4
262;2022-01-08;PE;ESCADA;101;138,4;-8.42065517;-35.31808569;1
263;2022-01-08;MT;JACIARA;364;299;-15.84691555;-55.14590671;14
264;2022-01-08;PR;NOVA LARANJEIRAS;277;483;-25.25804816;-52.62712955;2
265;2022-01-08;RS;SOLEDADE;386;234,7;-28.722898;-52.560581;25
266;2022-01-08;MS;SONORA;163;843;-17.54609699;-54.74124217;8
267;2022-01-08;MT;JUSCIMEIRA;364;252,4;-16.10571816;-54.86275136;7
268;2022-01-08;MT;SORRISO;163;781;-12.436658;-55.65004499;7
269;2022-01-08;MG;POUSO ALEGRE;381;858;-22.30553838;-45.90162012;2
270;2022-01-08;MG;MONTES CLAROS;365;8;-16.78382;-43.890787;12
271;2022-01-08;SE;LARANJEIRAS;101;83,6;-10.832191;-37.138023;3
272;2022-01-08;MG;TEOFILO OTONI;116;233,8;-17.51211701;-41.48630207;1
273;2022-01-08;MS;CAMPO GRANDE;163;483;-20.45726263;-54.54671829;9
274;2022-01-08;MG;CURVELO;40;422,2;-19.153605;-44.543274;3
275;2022-01-08;MA;TIMON;316;611;-5.07072498;-42.87431717;5
276;2022-01-08;SC;PALHOCA;101;234;-27.81043812;-48.63537111;33
277;2022-01-09;RO;PORTO VELHO;364;711;-8.77961744;-63.86957645;6
278;2022-01-09;PR;CEU AZUL;277;637,8;-25.15719592;-53.85047972;4
279;2022-01-09;MS;CORUMBA;359;527,5;-19.04905982;-57.62098561;1
280;2022-01-09;BA;VITORIA DA CONQUISTA;116;12,3;-14.87947;-40.87106;2
281;2022-01-09;SC;IBIRAMA;470;120,5;-27.089924;-49.520416;9
282;2022-01-09;MS;CAMPO GRANDE;163;487;-20.42493093;-54.54550758;16
283;2022-01-09;BA;TUCANO;116;277;-10.98605827;-38.80013655;3
284;2022-01-09;PE;MORENO;232;22,2;-8.09712273;-35.088592;4
285;2022-01-09;PR;CANDOI;277;410,9;-25.43184986;-52.00714351;6
286;2022-01-08;SC;MONTE CASTELO;116;105,8;-26.757324;-50.317226;2
287;2022-01-09;MG;ITATIAIUCU;381;543;-20.27336801;-44.42585498;8
288;2022-01-09;MG;UBERABA;262;790,6;-19.76179377;-47.84979004;3
289;2022-01-09;SP;BRAGANCA PAULISTA;381;22;-22.99697186;-46.5163051;11
290;2022-01-09;GO;PORANGATU;153;46;-13.216605;-49.150219;3
291;2022-01-09;MG;LAGOA GRANDE;40;96;-17.5368107;-46.53518372;1
292;2022-01-09;MG;JOAO PINHEIRO;40;129,8;-17.70395211;-46.29471003;4
293;2022-01-09;PE;ESCADA;101;125;-8.36501587;-35.22142966;4
294;2022-01-09;BA;RAFAEL JAMBEIRO;116;485;-12.52896304;-39.40894998;4
295;2022-01-09;PA;DOM ELISEU;10;2;-4.42779599;-47.53626682;4
296;2022-01-09;PR;LINDOESTE;163;177,2;-25.2011763;-53.60081316;9
297;2022-01-08;BA;CHORROCHO;116;87,9;-9.37274311;-39.0843593;3
298;2022-01-09;TO;CACHOEIRINHA;230;82,4;-6.10098395;-47.90268299;3
299;2022-01-09;SC;CURITIBANOS;470;242,5;-27.31465154;-50.5160024;3
300;2022-01-08;MA;MATOES DO NORTE;135;149,9;-3.75130001;-44.51012843;7
301;2022-01-09;RS;SANTANA DO LIVRAMENTO;158;500,6;-30.52088202;-55.07191592;3
302;2022-01-09;SC;CAMPOS NOVOS;282;343,4;-27.387402;-51.232861;8
303;2022-01-09;DF;BRASILIA;251;9;-15.985051;-47.577747;2
304;2022-01-09;RS;PELOTAS;392;73,5;-31.71342679;-52.39537975;8
305;2022-01-09;MG;EUGENOPOLIS;356;276,9;-21.1259893;-42.27931031;5
306;2022-01-09;BA;ITABUNA;101;507;-14.81510561;-39.29673716;3
307;2022-01-10;GO;CATALAO;50;242,7;-17.9009;-47.7953;13
308;2022-01-09;GO;MAURILANDIA;452;78;-18.0532807;-50.23024694;8
309;2022-01-10;GO;APARECIDA DE GOIANIA;153;510;-16.78313939;-49.23721525;2
310;2022-01-09;PI;PATOS DO PIAUI;407;504;-7.61930822;-41.29534218;2
311;2022-01-10;RS;RIO PARDO;290;230,8;-30.21173527;-52.53555357;2
312;2022-01-10;RJ;RIO DE JANEIRO;465;22;-22.863579;-43.601479;21
313;2022-01-10;MS;TERENOS;262;409;-20.43807971;-55.10494006;6
314;2022-01-10;RS;SANTA BARBARA DO SUL;285;389,1;-28.40705571;-53.22530508;2
315;2022-01-10;SC;NAVEGANTES;470;3,2;-26.861937;-48.681618;30
316;2022-01-07;PE;ABREU E LIMA;101;50,9;-7.911179;-34.901561;3
317;2022-01-10;PE;VITORIA DE SANTO ANTAO;232;45;-8.130741;-35.285276;3
318;2022-01-10;GO;CRISTALINA;40;93,1;-16.736824;-47.61925;6
319;2022-01-10;RN;MACAIBA;304;276,9;-5.88365;-35.518864;5
320;2022-01-10;RJ;CAMPOS DOS GOYTACAZES;101;101;-21.88787408;-41.59597873;9
321;2022-01-10;MG;UBERLANDIA;365;610;-18.92793854;-48.19198317;12
322;2022-01-10;PR;GUAMIRANGA;373;240,9;-25.1942431;-50.755485;5
323;2022-01-10;MG;BETIM;381;492,1;-19.97490091;-44.19004301;33
324;2022-01-10;GO;JATAI;158;275;-17.91701293;-51.71956658;1
325;2022-01-10;MT;PEDRA PRETA;364;157,8;-16.75242006;-54.26980018;6
326;2022-01-10;PR;GUARATUBA;376;675;-25.9253011;-48.91465313;24
327;2022-01-10;PB;BAYEUX;101;81,8;-7.12691586;-34.94169351;7
328;2022-01-10;PR;PRUDENTOPOLIS;277;302;-25.3023874;-51.11164331;4
