;data_inversa;uf;municipio;br;km;latitude;longitude;acidentes
22;2024-01-02;MG;POCOS DE CALDAS;146;483;-21.775688;-46.432278;1
23;2024-01-02;RJ;PETROPOLIS;40;76;-22.47192899;-43.23779321;4
24;2024-01-02;MS;CAMPO GRANDE;163;475;-20.51838231;-54.56658567;6
25;2024-01-01;BA;PALMEIRAS;242;366;-12.46767097;-41.43877801;4
26;2024-01-02;PB;CAAPORA;101;117;-7.41357983;-34.95743528;8
27;2024-01-02;MA;SANTA RITA;135;66;-3.10577998;-44.32276839;2
28;2024-01-02;MG;MONTES CLAROS;251;522,2;-16.6754567;-43.7987724;25
29;2024-01-02;MG;CLARO DOS POCOES;365;29,9;-16.83985022;-44.09475095;3
30;2024-01-02;RS;LAGOA VERMELHA;470;53,7;-28.203287;-51.525436;15
31;2024-01-02;MA;SAO LUIS;135;3;-2.606802;-44.247512;4
32;2024-01-02;PI;TERESINA;343;335;-5.061626;-42.696655;4
33;2024-01-02;MT;CACERES;174;90;-15.90673513;-57.8088112;3
34;2024-01-02;PI;INHUMA;316;245,5;-6.68806401;-41.71950685;5
35;2024-01-02;BA;GOVERNADOR MANGABEIRA;101;207,1;-12.64502829;-39.1034317;5
36;2024-01-02;RS;SOLEDADE;386;250;-28.826591;-52.46851;2
37;2024-01-02;SC;HERVAL DOESTE;282;376,6;-27.220205;-51.461185;3
38;2024-01-02;SC;JOINVILLE;101;48,4;-26.37832466;-48.851915;3
39;2024-01-02;PR;GUARAPUAVA;277;315;-25.30825309;-51.20948921;14
40;2024-01-02;RS;MINAS DO LEAO;290;188;-30.153578;-52.093895;2
41;2024-01-02;SE;FREI PAULO;235;87,3;-10.55439376;-37.63555527;3
42;2024-01-02;MS;JUTI;163;176;-22.85265558;-54.64650283;9
43;2024-01-02;PE;IGARASSU;101;46;-7.87347824;-34.90595698;4
44;2024-01-02;SC;PALHOCA;101;240,7;-27.86671599;-48.64607012;6
45;2024-01-02;SC;AGUAS MORNAS;282;51,8;-27.703712;-48.959267;10
46;2024-01-02;PE;PALMARES;101;198;-8.76148765;-35.60636203;1
47;2024-01-02;TO;PARAISO DO TOCANTINS;153;511,1;-10.300374;-48.884213;6
48;2024-01-02;PR;PONTA GROSSA;376;503,5;-25.22314697;-50.05150696;7
49;2024-01-02;PR;IMBAU;376;389;-24.51777497;-50.71118238;4
50;2024-01-02;GO;CAIAPONIA;158;130;-16.71416211;-51.68249564;8
51;2024-01-02;SC;JOINVILLE;101;41;-26.31856259;-48.87180626;6
52;2024-01-02;SP;BARRA DO TURVO;116;545;-24.95016699;-48.42400302;32
53;2024-01-02;SC;JOINVILLE;101;41,8;-26.32314005;-48.86839449;3
54;2024-01-03;SP;VARGEM;381;10;-22.92240388;-46.44345503;12
55;2024-01-02;SC;JOINVILLE;101;41;-26.28215489;-48.88973081;33
56;2024-01-03;PB;RIACHAO DO BACAMARTE;230;123,2;-7.25545435;-35.67290783;4
57;2024-01-03;MA;BOM JESUS DAS SELVAS;222;532;-4.29916976;-46.49522097;2
58;2024-01-03;RS;GARIBALDI;470;225;-29.21454003;-51.51762617;26
59;2024-01-03;MA;IMPERATRIZ;10;267;-5.400108;-47.473038;3
60;2024-01-03;MG;EWBANK DA CAMARA;40;757,1;-21.54346938;-43.51182461;7
61;2024-01-03;RJ;SILVA JARDIM;101;216;-22.50804478;-42.28281706;3
62;2024-01-02;BA;ALAGOINHAS;110;321;-12.07521394;-38.34597792;6
63;2024-01-03;BA;FEIRA DE SANTANA;324;526;-12.30639712;-38.89051509;28
64;2024-01-03;MG;JOAO MONLEVADE;381;351;-19.85819343;-43.123312;3
65;2024-01-03;MT;RONDONOPOLIS;364;204;-16.467325;-54.657196;16
66;2024-01-03;SC;SAO JOSE;101;209,8;-27.61000542;-48.63895057;76
67;2024-01-03;RJ;TERESOPOLIS;116;80;-22.381704;-42.954777;5
68;2024-01-03;SP;NOVA GRANADA;153;19,6;-20.45211107;-49.28473186;4
69;2024-01-03;PE;GARANHUNS;423;91;-8.85375408;-36.46278381;9
70;2024-01-03;MT;AGUA BOA;158;536;-13.80730502;-52.03950938;4
71;2024-01-03;RS;TERRA DE AREIA;101;46,8;-29.57664003;-50.06327396;1
72;2024-01-03;TO;ARAGUAINA;153;143;-7.18866332;-48.23207966;9
73;2024-01-03;MG;LEOPOLDINA;116;766,8;-21.5271992;-42.65302264;2
74;2024-01-03;PR;IMBITUVA;373;226;-25.17202656;-50.62984094;4
75;2024-01-03;SP;SAO JOSE DO RIO PRETO;153;58,5;-20.77838195;-49.35300538;9
76;2024-01-03;SP;GUARATINGUETA;116;67,4;-22.82988582;-45.21222174;3
77;2024-01-03;MA;SAO LUIS;135;4;-2.61424881;-44.25257023;12
78;2024-01-03;GO;APARECIDA DE GOIANIA;153;514;-16.8315;-49.2434;17
79;2024-01-03;RJ;SAPUCAIA;393;143;-22.02408891;-42.97247704;5
80;2024-01-03;PA;SAO FRANCISCO DO PARA;316;86,5;-1.31324695;-47.72716999;3
81;2024-01-03;PR;MORRETES;277;36,2;-25.571061;-48.837243;2
82;2024-01-03;BA;CRISTOPOLIS;242;690;-12.223;-44.114;2
83;2024-01-03;PB;ALCANTIL;104;191,6;-7.726364;-36.074449;7
84;2024-01-03;AL;TEOTONIO VILELA;101;171,9;-9.90913698;-36.33473799;1
85;2024-01-03;GO;ANAPOLIS;60;95,4;-16.3679;-48.939;12
86;2024-01-03;GO;GOIANIA;153;497;-16.6854;-49.2338;25
87;2024-01-03;MG;SAO FRANCISCO DO GLORIA;116;660,8;-20.79372285;-42.30204025;1
88;2024-01-03;MS;TRES LAGOAS;262;71;-20.67308;-52.247199;4
89;2024-01-03;SP;BARRA DO TURVO;116;538;-24.97172153;-48.37309592;10
90;2024-01-03;MG;ARGIRITA;267;31;-21.64465779;-42.8469463;8
91;2024-01-03;MG;PADRE CARVALHO;251;349,6;-16.26062829;-42.52564716;3
92;2024-01-03;SC;VARGEM BONITA;282;420;-27.014505;-51.736427;3
93;2024-01-03;MG;LEOPOLDINA;116;776,9;-21.59632074;-42.69196405;19
94;2024-01-03;BA;TUCANO;116;277;-10.98605827;-38.80013655;4
95;2024-01-03;TO;RIO DOS BOIS;153;392;-9.346141;-48.53745;9
96;2024-01-03;PR;CANDOI;277;397,9;-25.458796;-51.95237;3
97;2024-01-03;PR;MATELANDIA;277;660,9;-25.25275526;-53.99939905;6
98;2024-01-03;PB;SAO BENTINHO;230;390;-6.8946;-37.7176;6
99;2024-01-04;SC;BALNEARIO CAMBORIU;101;127,8;-26.97284292;-48.68299451;15
100;2024-01-04;RJ;SEROPEDICA;465;8;-22.767147;-43.678768;12
101;2024-01-04;GO;CAMPINORTE;153;175,7;-14.301579;-49.14817;8
102;2024-01-03;SP;BARRA DO TURVO;116;561;-25.02045097;-48.51586004;58
103;2024-01-04;MT;VARZEA GRANDE;70;511,9;-15.6998741;-56.11389041;4
104;2024-01-04;BA;SAO DESIDERIO;20;77;-13;-46;16
105;2024-01-04;TO;GUARAI;153;323;-8.6488351;-48.49241668;11
106;2024-01-04;GO;RIO VERDE;60;392;-17.8266;-50.9789;12
107;2024-01-03;RJ;PETROPOLIS;40;78;-22.48485874;-43.22843406;17
108;2024-01-04;SP;BARRA DO TURVO;116;559;-25.00749102;-48.5074244;1
109;2024-01-04;PE;GRAVATA;232;79,6;-8.19460572;-35.56074803;18
110;2024-01-04;RO;PORTO VELHO;364;701;-8.80049198;-63.777876;6
111;2024-01-04;SC;BARRA VELHA;101;95;-26.70876413;-48.70221065;21
112;2024-01-04;BA;NOVA VICOSA;418;96;-17.886432;-39.87806;6
113;2024-01-04;RJ;VOLTA REDONDA;393;281,9;-22.48025569;-44.02974901;15
114;2024-01-04;CE;IPAUMIRIM;116;428;-6.842189;-38.737572;1
115;2024-01-04;MG;BETIM;381;495,5;-19.97528481;-44.18872833;5
116;2024-01-04;PE;PETROLINA;428;190,9;-9.37605965;-40.49382106;11
117;2024-01-04;BA;ITABELA;101;750;-16.61845595;-39.54151381;6
118;2024-01-04;MG;ITABIRITO;40;582,2;-20.31516976;-43.93518448;4
119;2024-01-04;MG;SAO JOAO DO MANHUACU;116;600,1;-20.33157703;-42.14776317;6
120;2024-01-04;RO;VILHENA;364;25,2;-12.72429829;-60.23883701;4
121;2024-01-04;SC;CHAPECO;282;543,6;-26.999392;-52.717831;2
122;2024-01-04;PR;MANDAGUACU;376;154,5;-23.33436517;-52.11052537;2
123;2024-01-04;RN;TAIPU;406;129;-5.62175155;-35.60784817;2
124;2024-01-04;PR;PIRAQUARA;116;85;-25.43036239;-49.08349472;9
125;2024-01-04;SC;CONCORDIA;153;111,2;-27.319271;-51.983299;13
126;2024-01-04;MG;ITABIRITO;40;580;-20.29439498;-43.93886497;5
127;2024-01-04;PE;RECIFE;232;4,4;-8.06602;-34.940719;3
128;2024-01-04;MG;FRANCISCO SA;251;476,6;-16.47189251;-43.46079826;13
129;2024-01-04;RJ;DUQUE DE CAXIAS;40;123;-22.79907687;-43.29015739;67
130;2024-01-04;PR;CAMPINA GRANDE DO SUL;116;14;-25.09836429;-48.67391969;2
131;2024-01-04;SP;BARRA DO TURVO;116;569;-25.0601693;-48.5620203;10
132;2024-01-04;RJ;ANGRA DOS REIS;101;506;-22.93493041;-44.40487313;4
133;2024-01-04;GO;FLORES DE GOIAS;20;138;-14.786891;-46.694374;2
134;2024-01-01;SC;MONTE CASTELO;116;114,9;-26.8005932;-50.3387598;1
135;2024-01-04;PE;CARUARU;104;65;-8.2867;-35.9838;14
136;2024-01-04;PR;MAUA DA SERRA;376;303;-23.94940698;-51.11940888;20
137;2024-01-04;MG;FRUTA DE LEITE;251;342,5;-16.25627071;-42.49108406;7
138;2024-01-04;PR;VIRMOND;277;438;-25.37761487;-52.23805398;2
139;2024-01-04;PR;MAUA DA SERRA;376;302;-23.94255214;-51.12285589;6
140;2024-01-04;CE;CAUCAIA;222;21;-3.73715313;-38.74293507;8
141;2024-01-05;PR;CONTENDA;476;168;-25.66806408;-49.49847221;4
142;2024-01-05;MG;BETIM;262;358,7;-19.97562699;-44.197751;7
143;2024-01-05;MG;POUSO ALEGRE;381;862,1;-22.37453071;-45.93949727;2
144;2024-01-05;ES;LINHARES;101;102;-18.99655669;-40.00319452;6
145;2024-01-05;GO;SAO FRANCISCO DE GOIAS;153;376,1;-15.876122;-49.249722;5
146;2024-01-05;ES;VIANA;101;299;-20.35860628;-40.42327504;18
147;2024-01-05;ES;SERRA;101;278,9;-20.21698365;-40.32974606;10
148;2024-01-05;PR;TIJUCAS DO SUL;376;657,3;-25.85304449;-49.02168274;8
149;2024-01-05;MT;DIAMANTINO;364;587;-14.5333676;-56.23046993;3
150;2024-01-05;SC;ITAJAI;101;114;-26.86192886;-48.7286704;36
151;2024-01-05;RJ;RIO DE JANEIRO;101;333;-22.87827816;-43.21053578;27
152;2024-01-05;SC;BOM RETIRO;282;151,3;-27.7628;-49.669552;4
153;2024-01-05;RS;PASSO FUNDO;285;293,1;-28.23695191;-52.37405777;5
154;2024-01-05;PR;ORTIGUEIRA;376;345;-24.17616447;-50.96491635;6
155;2024-01-05;RJ;DUQUE DE CAXIAS;116;144;-22.65737709;-43.24724694;12
156;2024-01-05;PR;PONTA GROSSA;376;498;-25.18839776;-50.0846328;8
157;2024-01-05;BA;ABARE;116;26;-8.850426;-39.259525;6
158;2024-01-05;RJ;DUQUE DE CAXIAS;493;54;-22.67072907;-43.29986572;8
159;2024-01-05;PE;GOIANA;101;4;-7.533512;-34.991547;5
160;2024-01-05;GO;GOIANIA;60;38,8;-16.6777;-49.2676;13
161;2024-01-05;SC;JOINVILLE;101;37,4;-26.25050176;-48.90863867;21
162;2024-01-05;SP;GUARULHOS;116;223;-23.47559815;-46.5246609;81
163;2024-01-05;BA;CANDIDO SALES;116;893,9;-15.38437;-41.20159;12
164;2024-01-05;PA;ITAITUBA;163;653;-4.50624587;-55.86575279;6
165;2024-01-05;RJ;MANGARATIBA;101;437;-22.94811517;-44.06549304;3
166;2024-01-05;RJ;RIO BONITO;101;267;-22.70728329;-42.66059086;11
167;2024-01-05;SC;BIGUACU;101;179,2;-27.37281717;-48.63322708;12
168;2024-01-05;PR;MAUA DA SERRA;376;307,7;-23.95032206;-51.1190629;2
169;2024-01-05;GO;ABADIA DE GOIAS;60;173,7;-16.74630768;-49.42199707;4
170;2024-01-05;GO;CATALAO;50;273;-18.1302;-47.9047;2
171;2024-01-05;PR;ORTIGUEIRA;376;308;-23.97857518;-51.09540715;9
172;2024-01-05;MT;ALTO GARCAS;364;118;-16.86779789;-53.88686657;1
173;2024-01-05;SC;GARUVA;101;12,2;-26.09803515;-48.86773972;7
174;2024-01-06;GO;JATAI;364;208;-17.904121;-51.828594;3
175;2024-01-06;AL;TEOTONIO VILELA;101;165,9;-9.8996779;-36.283047;5
176;2024-01-06;MG;GUIMARANIA;365;441,6;-18.79969152;-46.75281307;3
177;2024-01-06;MG;CARAI;116;199;-17.23536898;-41.49650703;5
178;2024-01-06;GO;GOIATUBA;153;670;-18.1413;-49.2886;1
179;2024-01-06;MA;SAO JOAO DOS PATOS;230;83,4;-6.49053762;-43.62915604;3
180;2024-01-06;BA;CONCEICAO DO ALMEIDA;101;230;-12.83551106;-39.20129659;7
181;2024-01-06;SP;MAIRIPORA;381;57;-23.2658219;-46.5839857;12
182;2024-01-06;SC;CORREIA PINTO;116;218,5;-27.57407;-50.37174;5
183;2024-01-06;BA;CANDIDO SALES;116;909;-15.51216036;-41.23666763;7
184;2024-01-06;GO;SANTA RITA DO ARAGUAIA;364;379,7;-17.361963;-53.149731;4
185;2024-01-06;RS;SALVADOR DAS MISSOES;392;673,7;-28.11989652;-54.84627664;4
186;2024-01-06;MA;ESTREITO;10;119;-6.6282912;-47.42359132;3
187;2024-01-06;BA;JEREMOABO;235;60;-10.08929173;-38.18273974;2
188;2024-01-06;MG;SANTA LUZIA;381;444;-19.82360393;-43.82539293;4
189;2024-01-06;CE;SAO GONCALO DO AMARANTE;222;62;-3.67147075;-39.09840501;7
190;2024-01-06;PE;CARUARU;232;139;-8.31947086;-36.06799801;5
191;2024-01-06;SP;ATIBAIA;381;43;-23.15597105;-46.5740155;9
192;2024-01-06;MG;BETIM;381;483;-19.95963614;-44.08476988;2
193;2024-01-06;RJ;TERESOPOLIS;116;55;-22.20348855;-42.88843108;10
194;2024-01-06;RS;CANGUCU;392;119;-31.39884811;-52.68472032;8
195;2024-01-06;AL;RIO LARGO;101;86,6;-9.47238667;-35.88083026;3
196;2024-01-06;TO;TUPIRAMA;235;187;-8.97492336;-48.358959;3
197;2024-01-06;RJ;BARRA MANSA;116;285;-22.50496778;-44.22509483;4
198;2024-01-06;PR;CANTAGALO;277;413,9;-25.41534;-52.074921;5
199;2024-01-06;MG;MATEUS LEME;262;381;-19.940622;-44.386969;6
200;2024-01-06;MG;CAETE;381;432,8;-19.786624;-43.714648;10
201;2024-01-06;BA;ITABERABA;242;245;-12.501217;-40.428325;1
202;2024-01-06;RO;ARIQUEMES;364;530;-9.798182;-63.08591499;8
203;2024-01-06;PB;ASSUNCAO;230;256,2;-7.0177;-36.6742;6
204;2024-01-06;MT;SINOP;163;838;-11.83003306;-55.48726559;7
205;2024-01-06;MA;CAXIAS;316;567;-4.911043;-43.225277;3
206;2024-01-06;SP;CAJATI;116;513;-24.85109616;-48.21802405;24
207;2024-01-06;RO;VILHENA;364;14;-12.73898138;-60.13911417;29
208;2024-01-06;MG;UBERLANDIA;365;622;-18.89589256;-48.27156544;3
209;2024-01-06;MT;PEDRA PRETA;364;136;-16.8143072;-54.07950613;2
210;2024-01-06;MG;RIBEIRAO DAS NEVES;40;505,4;-19.74053;-44.14891;2
211;2024-01-06;MS;RIO VERDE DE MATO GROSSO;163;678;-18.94110596;-54.82984864;7
212;2024-01-07;PR;MARECHAL CANDIDO RONDON;163;294,5;-24.500189;-54.125806;3
213;2024-01-07;TO;MIRACEMA DO TOCANTINS;153;428,8;-9.65283;-48.64251;8
214;2024-01-07;MA;ACAILANDIA;10;316;-4.982702;-47.522224;6
215;2024-01-07;TO;CARIRI DO TOCANTINS;153;716,2;-12.09169576;-49.19398785;6
216;2024-01-07;MG;CATUJI;116;221,7;-17.41543302;-41.51420574;3
217;2024-01-06;RS;CRUZ ALTA;158;211,2;-28.78294784;-53.59925344;2
218;2024-01-07;MG;POUSO ALEGRE;381;864,5;-22.38483528;-45.95062148;2
219;2024-01-07;GO;GOIATUBA;153;653;-17.9926;-49.2601;5
220;2024-01-07;MA;ACAILANDIA;222;652;-4.83750775;-47.28653915;10
221;2024-01-07;GO;JATAI;364;248;-17.734665;-52.137199;8
222;2024-01-07;SP;MIRACATU;116;364;-24.13881806;-47.27310246;5
223;2024-01-07;MG;FRANCISCO SA;251;471,5;-16.46801304;-43.43121303;6
224;2024-01-07;RS;SARANDI;386;110,2;-27.79747664;-53.05267811;2
225;2024-01-07;RJ;TRES RIOS;393;151;-22.06019504;-43.02885795;2
226;2024-01-07;GO;JATAI;364;199;-17.920801;-51.748596;5
227;2024-01-07;BA;IBIRAPITANGA;101;396,2;-13.988666;-39.4644;2
228;2024-01-07;RO;VILHENA;364;12,8;-12.74370233;-60.12147609;26
229;2024-01-07;MG;PARAOPEBA;40;426;-19.16811528;-44.51542722;3
230;2024-01-07;GO;FLORES DE GOIAS;20;143,9;-14.751895;-46.65666;8
231;2024-01-07;PR;MARINGA;376;181,9;-23.43111902;-51.88842773;4
232;2024-01-07;MG;BRUMADINHO;381;525,5;-20.16710798;-44.33422398;40
233;2024-01-07;GO;BOM JESUS DE GOIAS;452;154,5;-18.29856164;-49.55412505;3
234;2024-01-08;MG;BRUMADINHO;381;524,5;-20.160736;-44.329843;6
235;2024-01-08;MG;JOAO MONLEVADE;381;358;-19.8381719;-43.18513155;5
236;2024-01-08;MG;UBERABA;50;136;-19.44189098;-48.06412595;16
237;2024-01-08;MG;CAXAMBU;354;710,6;-22.03251698;-44.92520109;4
238;2024-01-08;ES;SERRA;101;271,8;-20.23267;-40.27658;23
239;2024-01-08;MG;CONSELHEIRO LAFAIETE;40;638,2;-20.73016759;-43.80036592;3
240;2024-01-08;PR;IMBITUVA;373;228,1;-25.174608;-50.639412;4
241;2024-01-08;PA;SANTA IZABEL DO PARA;316;36,4;-1.29009976;-48.15602469;15
242;2024-01-08;PI;TERESINA;316;7;-5.15584638;-42.77173332;21
243;2024-01-08;RS;NOVO HAMBURGO;116;238;-29.68954125;-51.14299357;2
244;2024-01-08;PR;MARINGA;376;171;-23.41822772;-51.97500595;2
245;2024-01-08;MG;BETIM;262;483;-19.95972;-44.08279;4
246;2024-01-07;BA;NOVA FATIMA;324;412;-11.65623736;-39.57823535;2
247;2024-01-08;RJ;PETROPOLIS;40;72;-22.4585308;-43.21600514;15
248;2024-01-05;TO;FIGUEIROPOLIS;153;724;-12.15456392;-49.16381675;8
249;2024-01-08;PR;CURITIBA;116;113,9;-25.54633;-49.29371774;3
250;2024-01-08;RS;CARAZINHO;386;165;-28.197134;-52.827736;8
251;2024-01-08;SC;BIGUACU;101;182,8;-27.39798985;-48.6303592;3
252;2024-01-08;PB;CAMPINA GRANDE;104;130,5;-7.29013399;-35.89029705;8
253;2024-01-08;MT;LUCAS DO RIO VERDE;163;653;-13.357991;-56.063093;10
254;2024-01-08;MA;SAO LUIS;135;7;-2.63608835;-44.26848552;34
255;2024-01-08;BA;VITORIA DA CONQUISTA;116;12;-14.8794;-40.871;2
256;2024-01-08;RS;SANTA MARIA;158;321;-29.69618923;-53.77768993;7
257;2024-01-08;PR;PALMEIRA;277;153;-25.3826;-49.8072;1
258;2024-01-01;MG;PATROCINIO;365;497;-18.93260407;-47.21402188;3
259;2024-01-08;MT;NOVA MUTUM;163;526;-14;-56;3
260;2024-01-08;DF;BRASILIA;20;13;-15.638752;-47.749599;28
261;2024-01-08;PE;JABOATAO DOS GUARARAPES;101;83;-8.175172;-34.942642;12
262;2024-01-08;PR;SAO MATEUS DO SUL;476;305;-26.008085;-50.606007;4
263;2024-01-08;RJ;DUQUE DE CAXIAS;493;53;-22.672089;-43.285053;52
264;2024-01-08;SC;BLUMENAU;470;59;-26.882812;-49.1548;12
265;2024-01-08;SP;APARECIDA;116;75,3;-22.87521876;-45.26277018;3
266;2024-01-08;RN;GOIANINHA;101;153;-6.31748925;-35.18316143;6
267;2024-01-08;SC;ITAJAI;101;118;-26.895859;-48.71903;39
268;2024-01-08;MT;CUIABA;70;500;-15.69269363;-56.02082318;2
269;2024-01-08;RJ;SAO JOAO DE MERITI;116;175;-22.78923555;-43.37275272;31
270;2024-01-08;MG;PATOS DE MINAS;365;418,5;-18.68353;-46.57658;8
271;2024-01-09;GO;LUZIANIA;40;42,7;-16.382882;-47.826516;6
272;2024-01-09;RS;CANGUCU;392;159;-31.11765607;-52.91283703;2
273;2024-01-09;PE;BELO JARDIM;232;174;-8.3397857;-36.37821402;1
274;2024-01-09;PB;MAMANGUAPE;101;11,7;-6.59461177;-35.14474869;3
275;2024-01-09;GO;ITUMBIARA;452;160;-18.30930595;-49.50609398;3
276;2024-01-09;BA;SAO FELIX;101;201;-12.59315137;-38.98821104;2
277;2024-01-09;MA;ITAPECURU MIRIM;222;194;-3.47080416;-44.27442103;7
278;2024-01-08;MT;NOVA SANTA HELENA;163;958;-10.94791298;-55.21455004;3
279;2024-01-09;SP;PINDAMONHANGABA;116;95,6;-22.96514512;-45.43013094;6
280;2024-01-09;MG;BETIM;381;486;-19.95644414;-44.13611598;78
281;2024-01-09;TO;GUARAI;153;315;-8.66608611;-48.49739061;6
282;2024-01-09;RJ;SILVA JARDIM;101;237;-22.61465396;-42.41257441;1
283;2024-01-08;BA;IBIQUERA;242;305;-12.46480529;-40.93284793;4
284;2024-01-09;PR;CORBELIA;369;470;-24.583;-53.1677;2
285;2024-01-09;RS;TRIUNFO;470;329,8;-29.833622;-51.68580892;2
286;2024-01-09;BA;SAO GONCALO DOS CAMPOS;101;178;-12.519078;-38.970829;16
287;2024-01-09;BA;CORRENTINA;349;940;-13.34775335;-44.63734466;14
288;2024-01-09;SP;BRAGANCA PAULISTA;381;25;-23.02018004;-46.52966596;26
289;2024-01-09;CE;SAO GONCALO DO AMARANTE;222;65,7;-3.67074776;-39.12494698;3
290;2024-01-09;MG;GOVERNADOR VALADARES;381;175,5;-19.00400926;-42.12942879;12
291;2024-01-09;RO;COLORADO DO OESTE;435;107;-13.19112095;-60.669045;8
292;2024-01-09;RJ;DUQUE DE CAXIAS;493;52;-22.66882828;-43.31325531;5
293;2024-01-09;MT;JACIARA;364;270,6;-15.9689785;-54.94463002;23
294;2024-01-09;PR;RIO NEGRO;116;201,3;-26.0574904;-49.7263052;3
295;2024-01-09;PA;TRAIRAO;163;617;-4.73795095;-56.05091106;14
296;2024-01-09;MG;MONTE ALEGRE DE MINAS;153;56,3;-18.86514031;-49.06925029;3
297;2024-01-09;MS;NOVA ANDRADINA;267;146,5;-21.65659582;-53.4462169;18
298;2024-01-09;SP;TAUBATE;116;106,1;-23.01250593;-45.52256005;15
299;2024-01-09;BA;NOVA FATIMA;324;404;-11.60427899;-39.6312174;7
300;2024-01-09;SC;BLUMENAU;470;47,4;-26.864044;-49.046516;21
301;2024-01-09;MT;RONDONOPOLIS;163;114,4;-16.54595325;-54.67086252;7
302;2024-01-09;MT;GENERAL CARNEIRO;70;86,5;-15.62175737;-52.85223412;8
303;2024-01-09;SC;PALHOCA;101;215;-27.65184843;-48.67604941;54
304;2024-01-09;PB;ALHANDRA;101;110;-7.35255626;-34.94940909;6
305;2024-01-09;SP;UBARANA;153;119,9;-21.16208007;-49.71112986;12
306;2024-01-09;PR;GUARATUBA;376;663;-25.85276631;-48.97556799;2
307;2024-01-09;MG;JUATUBA;262;377;-19.95769344;-44.35590072;8
308;2024-01-09;MS;PONTA PORA;463;108;-22.5856609;-55.68094093;2
309;2024-01-09;RJ;PETROPOLIS;40;53;-22.34399896;-43.13243691;11
310;2024-01-09;PR;FERNANDES PINHEIRO;277;233;-25.46474006;-50.57376981;2
311;2024-01-09;BA;TEIXEIRA DE FREITAS;101;857;-17.57759187;-39.73659523;5
312;2024-01-09;AL;SAO MIGUEL DOS CAMPOS;101;141;-9.833217;-36.130977;5
313;2024-01-09;MT;JACIARA;364;312;-15.81254719;-55.25660503;26
314;2024-01-10;PR;PONTA GROSSA;376;508,1;-25.204134;-50.06885737;5
315;2024-01-09;AL;OURO BRANCO;423;2,2;-9.13695648;-37.30600398;3
316;2024-01-09;SC;FAXINAL DOS GUEDES;282;483;-26.864898;-52.212811;5
317;2024-01-09;GO;PADRE BERNARDO;80;3;-15.50163599;-48.2160759;3
318;2024-01-09;PI;OEIRAS;230;195;-7.002869;-42.116242;2
319;2024-01-10;PB;MAMANGUAPE;101;42,2;-6.85879418;-35.13429236;2
320;2024-01-10;SC;CAPAO ALTO;116;308;-28.19824113;-50.75066799;2
321;2024-01-10;RS;BARRA DO RIBEIRO;116;332;-30.39620212;-51.44091884;2
322;2024-01-10;CE;CAUCAIA;20;389;-3.86034807;-38.79324995;4
323;2024-01-10;MG;CAETE;381;417,2;-19.75815121;-43.63601756;6
324;2024-01-10;MT;TERRA NOVA DO NORTE;163;997;-10.63575696;-55.13301514;4
325;2024-01-10;RJ;NOVA IGUACU;116;184;-22.74647215;-43.44594311;77
326;2024-01-10;MG;UBERABA;50;155;-19.60825703;-48.02198508;11
327;2024-01-10;SP;EMBU DAS ARTES;116;276;-23.62643913;-46.81720734;4
328;2024-01-10;PE;SAO CAITANO;423;18;-8.33033097;-36.14470299;5
329;2024-01-09;BA;SANTA BARBARA;116;382,4;-11.8732;-38.9788;3
330;2024-01-10;RS;RIO GRANDE;392;3,5;-32.06221202;-52.08949696;4
331;2024-01-10;SC;JOINVILLE;101;43;-26.30357106;-48.88225609;8
